PRODUCT_ID,ORDER_ID,CUSTOMER_ID,REVIEW_SCORE,REVIEW_TEXT,REVIEW_ID,DATA_SOURCE,BATCH_ID,LOADED_AT
361,2019002019,1000987,4,Superior performance. Worth every penny!,1006081.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
574,2019002019,1000987,2,Excellent quality Taylor Group Star. Amazing features.,1006080.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
362,2019002019,1000987,3,Not worth the price. Overpriced.,1006079.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
373,2022002022,1000989,3,Disappointed with this Torres Group However. Complicated to use.,1006089.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
676,2018002018,1000987,1,Average Green-Parker Too. Average performance.,1006077.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
550,2013002013,1000985,5,Disappointed with this Howe Group Trade. Doesn't fit well.,1006065.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
317,2013002013,1000985,3,"Not bad, but not great. Average performance.",1006064.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
713,2016002016,1000986,2,Had issues with Short battery life.,1006074.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
909,2016002016,1000986,4,Really happy with this purchase. Long battery life and Excellent build quality.,1006073.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
35,2016002016,1000986,3,"Decent Love and Sons Prevent. Great customer service, but Poor build quality.",1006072.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
39,2016002016,1000986,5,Good enough for the price. Meets basic expectations.,1006071.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
357,2015002015,1000986,3,Had issues with Complicated to use.,1006070.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
372,2015002015,1000986,1,Poor quality Mata Ltd New. Slow delivery.,1006069.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
421,2015002015,1000986,2,Poor quality Nelson PLC Box. Overpriced.,1006068.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
926,2014002014,1000986,3,Poor quality Willis-Shaw Admit. Unresponsive customer service.,1006067.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
307,2013002013,1000985,2,Disappointed with this Powell and Sons Try. Slow delivery.,1006066.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
772,2018002018,1000987,3,Poor quality Collins Inc Scene. Missing features.,1006076.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
23,2017002017,1000987,2,"Best Maxwell, Winters and Perkins Crime I've bought. Easy to use.",1006075.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
965,2013002013,1000985,3,"Not bad, but not great. Standard quality.",1006063.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
54,2012002012,1000984,4,Beautiful design. Worth every penny!,1006062.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
22,2011002011,1000983,5,Disappointed with this Tran PLC Million. Complicated to use.,1006061.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
573,2011002011,1000983,1,Great Acosta-Jensen Civil! Superior performance. Highly recommend!,1006060.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
448,2011002011,1000983,3,Excellent quality Greer-Davis Year. Long battery life.,1006059.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
382,2011002011,1000983,1,"Poor quality Rogers, Manning and Wilkins General. Unresponsive customer service.",1006058.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
505,2011002011,1000983,1,Good enough for the price. Fair for the price.,1006057.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
302,2010002010,1000983,1,Really happy with this purchase. Perfect fit and Incredible value.,1006056.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
787,2010002010,1000983,4,Excellent quality Thomas-Hernandez Rest. Long battery life.,1006055.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
319,1976001976,1000968,4,Good enough for the price. Standard quality.,1005957.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
578,2009002009,1000983,1,"Great Harris, Johnson and Lewis Name! Superior performance. Highly recommend!",1006053.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
81,2008002008,1000982,5,"Not bad, but not great. Standard quality.",1006051.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
366,2005002005,1000982,3,Disappointed with this Mitchell Inc Election. Complicated to use.,1006042.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
826,2005002005,1000982,4,"Disappointed with this Welch, Fisher and Lara Send. Short battery life.",1006041.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
414,2008002008,1000982,1,Excellent build quality. Worth every penny!,1006050.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
452,2007002007,1000982,1,Best Estrada Ltd Race I've bought. Long battery life.,1006049.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
835,2007002007,1000982,5,"Long battery life, however Slow delivery.",1006048.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
819,2006002006,1000982,3,Excellent quality Murillo Inc Boy. Excellent build quality.,1006047.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
349,2006002006,1000982,5,Poor quality Patel PLC Single. Unresponsive customer service.,1006046.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
264,2006002006,1000982,2,Not worth the price. Unappealing design.,1006045.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
428,2006002006,1000982,1,Excellent quality Gordon-Santiago Story. Excellent build quality.,1006044.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
211,2005002005,1000982,3,Really happy with this purchase. Easy to use and Long battery life.,1006043.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
332,2005002005,1000982,5,"Decent Mcconnell Group May. Easy to use, but Missing features.",1006040.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
302,2002002002,1000980,4,Great Martin-Wright Town! Great customer service. Highly recommend!,1006029.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
984,2002002002,1000980,1,Best Walker-Rivera Success I've bought. Amazing features.,1006030.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
250,2004002004,1000981,1,Really happy with this purchase. Amazing features and Incredible value.,1006039.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
19,2004002004,1000981,1,"Incredible value, however Underperforms.",1006038.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
632,2003002003,1000980,1,Not worth the price. Overpriced.,1006037.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
987,2003002003,1000980,1,Great Jordan-Mccarty Agency! Easy to use. Highly recommend!,1006036.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
586,2003002003,1000980,5,Poor quality Garcia-Stevens Administration. Complicated to use.,1006035.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
698,2003002003,1000980,5,Disappointed with this Wilson-Campbell History. Overpriced.,1006034.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
774,2003002003,1000980,2,Really happy with this purchase. Beautiful design and Excellent build quality.,1006033.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
328,2003002003,1000980,3,Poor quality Matthews-Olson Look. Missing features.,1006032.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
854,1993001993,1000974,5,Had issues with Poor build quality.,1006005.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
236,2001002001,1000980,1,Not worth the price. Complicated to use.,1006027.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
380,1993001993,1000974,3,Disappointed with this Allen-Welch Show. Unappealing design.,1006006.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
285,1998001998,1000977,2,Had issues with Poor build quality.,1006018.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
303,1998001998,1000977,5,Excellent quality Chen LLC Human. Great customer service.,1006017.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
489,2001002001,1000980,3,Average Herrera-Silva Sort. Meets basic expectations.,1006026.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
465,2001002001,1000980,5,Long battery life. Worth every penny!,1006025.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
891,2001002001,1000980,4,"Not bad, but not great. Meets basic expectations.",1006024.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
287,2000002000,1000978,2,"Best Reid, Nelson and Dickson Few I've bought. Long battery life.",1006023.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
393,2000002000,1000978,1,Not worth the price. Overpriced.,1006022.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
75,2000002000,1000978,4,Not worth the price. Underperforms.,1006021.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
611,1999001999,1000977,2,"Great customer service, however Overpriced.",1006020.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
707,1999001999,1000977,2,"Not bad, but not great. Meets basic expectations.",1006019.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
843,1998001998,1000977,2,"Perfect fit, however Doesn't fit well.",1006016.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
36,1993001993,1000974,4,Had issues with Missing features.,1006007.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
321,2002002002,1000980,1,Best Stephens-Gonzales Baby I've bought. Long battery life.,1006028.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
606,1997001997,1000977,4,"Excellent quality Sullivan, Lewis and Fuller Chance. Incredible value.",1006015.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
30,1997001997,1000977,1,"Not bad, but not great. Average performance.",1006014.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
596,1996001996,1000976,5,Had issues with Missing features.,1006013.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
787,1996001996,1000976,5,Good enough for the price. Fair for the price.,1006012.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
796,1995001995,1000976,5,Had issues with Unresponsive customer service.,1006011.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
531,1995001995,1000976,5,Beautiful design. Worth every penny!,1006010.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
419,1995001995,1000976,1,Poor quality Wood Inc Character. Short battery life.,1006009.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
988,1994001994,1000974,2,Good enough for the price. Meets basic expectations.,1006008.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
793,2003002003,1000980,3,Poor quality Brooks Inc Take. Unresponsive customer service.,1006031.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
455,1993001993,1000974,5,Best Walker-Ford Machine I've bought. Excellent build quality.,1006004.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
114,1984001984,1000971,3,Poor quality Bartlett-Miller Case. Short battery life.,1005983.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
390,1989001989,1000973,2,Wouldn't recommend. Poor build quality.,1005994.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
69,1988001988,1000972,4,Wouldn't recommend. Short battery life.,1005993.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
543,1993001993,1000974,5,Had issues with Poor build quality.,1006002.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
398,1993001993,1000974,5,"Best Benson, Cummings and Ruiz Through I've bought. Incredible value.",1006001.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
394,1992001992,1000974,1,Excellent quality Jacobson-Vazquez Board. Amazing features.,1006000.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
88,1992001992,1000974,2,"Best Adams, Alexander and Smith Foot I've bought. Incredible value.",1005999.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
342,1991001991,1000973,5,"Best Marshall, Thompson and Kramer Two I've bought. Perfect fit.",1005998.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
711,1990001990,1000973,1,Great Hayes-Salazar Mrs! Excellent build quality. Highly recommend!,1005997.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
100,1989001989,1000973,1,"Incredible value, however Unappealing design.",1005996.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
614,1989001989,1000973,1,Poor quality Wong-Martinez Me. Unappealing design.,1005995.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
428,1988001988,1000972,1,Really happy with this purchase. Fast shipping and Incredible value.,1005992.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
192,1984001984,1000971,1,Poor quality Wilson and Sons Life. Overpriced.,1005981.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
207,1984001984,1000971,2,"Great Guzman, White and Young Share! Easy to use. Highly recommend!",1005982.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
851,1988001988,1000972,1,Poor quality Wilson LLC Government. Short battery life.,1005991.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
740,1987001987,1000972,1,"Amazing features, however Unresponsive customer service.",1005990.0,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
