ORDER_ITEM_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE,TOTAL_PRICE,CREATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
13443,4449,456,1,754.39,754.39,2024-09-22 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13435,4447,913,2,350.95,701.9,2024-03-29 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13444,4450,611,1,154.77,154.77,2024-03-22 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13446,4450,748,1,157.44,157.44,2024-03-22 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13447,4451,83,3,951.2,2853.6000000000004,2024-10-17 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13448,4451,154,2,931.21,1862.42,2024-10-17 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13449,4451,506,1,654.81,654.81,2024-10-17 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13433,4446,573,3,454.94,1364.82,2024-06-22 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13450,4452,940,3,336.22,1008.66,2024-07-18 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13452,4452,701,3,512.65,1537.9499999999998,2024-07-18 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13453,4452,600,3,468.24,1404.72,2024-07-18 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13445,4450,672,1,218.52,218.52,2024-03-22 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13370,4429,624,3,117.91,353.73,2024-10-25 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11677,3875,880,3,48.35,145.05,2024-05-27 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11679,3875,911,2,950.79,1901.58,2024-05-27 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13743,4555,461,3,659.03,1977.09,2024-04-11 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13517,4474,425,2,31.62,63.24,2024-07-26 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
12580,4182,588,2,111.7,223.4,2024-10-11 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11645,3866,582,3,205.5,616.5,2024-11-15 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11646,3866,595,3,907.73,2723.19,2024-11-15 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11647,3866,357,2,142.3,284.6,2024-11-15 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11648,3866,685,3,819.14,2457.42,2024-11-15 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11649,3867,502,1,590.44,590.44,2024-09-24 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11650,3867,35,2,493.48,986.96,2024-09-24 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11651,3867,625,1,535.07,535.07,2024-09-24 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
11653,3868,512,2,150.65,301.3,2024-03-17 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
13978,4640,413,1,563.35,563.35,2024-11-29 00:00:00,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
