PRODUCT_ID,CATEGORY_ID,SUBCATEGORY_ID,PRODUCT_NAME,DESCRIPTION,BASE_PRICE,SALE_PRICE,STOCK_QUANTITY,WEIGHT_KG,IS_ACTIVE,CREATED_AT,BRAND,SKU,RATING,REVIEW_COUNT,DATA_SOURCE,BATCH_ID,LOADED_AT
991,5,502,Williams Group Relationship,Life pressure dinner start mother company look thus. Manager best chair option whom about fight.,706.06,615.93,208,19.88,False,2024-12-23T14:56:47.952,Rich-Holland,SKU-83187,3.9,22,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
990,4,405,Price-Mcdaniel After,"See few full series. Fish page bed probably. News act head try car writer.
Area position out hold. Fund very leader join measure.
Marriage matter enjoy talk night end. Us husband stand effort.",502.13,451.18,549,16.45,True,2024-12-13T14:56:47.952,Reese-Johnson,SKU-86148,4.4,74,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
989,4,404,"Stein, Anderson and Gross Almost",Ever democratic science beyond decide ahead. Indicate our evidence person attention think serious.,696.49,641.01,651,6.74,True,2024-12-17T14:56:47.952,"Solis, Erickson and Chavez",SKU-95715,4.8,55,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
988,5,504,"Campos, Fox and Hunt Or","Lead shoulder reach leader ask however. Everybody serious area personal.
Personal game consider region.
Officer responsibility cup those. Race again energy.",959.99,795.77,330,19.9,True,2024-12-22T14:56:47.952,Pollard PLC,SKU-60465,3.7,77,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
987,1,101,Gilbert PLC Back,Central here music almost see fight shoulder realize. True ready idea executive people.,863.1,824.74,150,6.47,True,2024-12-26T14:56:47.952,"Brock, Kelly and Bailey",SKU-72709,4.6,20,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
985,1,101,Sims-Herrera Unit,Evening only have say. Sound eight else always style assume. Between as house add. Piece account baby.,608.46,538.93,342,12.03,True,2024-12-25T14:56:47.952,Love-Rivera,SKU-29689,4.8,95,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
939,2,202,"Brown, Burnett and Pruitt Group","Audience job include once. Prevent conference manager while go who.
Author rise catch property bank provide. Think sign scientist rich.",385.01,328.6,940,14.54,True,2024-12-07T14:56:47.952,Leach-Cobb,SKU-42651,4.4,61,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
984,4,401,Smith LLC Treat,"Into note various field race behind. Miss perform before agree. Table guy station reality continue.
Discuss modern material before range. Miss traditional attack.",496.9,419.84,979,19.12,True,2024-12-27T14:56:47.952,"Whitney, Porter and Maldonado",SKU-90700,3.7,53,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
983,2,201,Nelson and Sons Available,"Get pattern allow when treat. Time less project bill. Decide century white on agency response move candidate.
Reach new son professional growth camera drop. National amount order job represent.",913.05,771.83,394,3.03,True,2024-12-30T14:56:47.952,"Frederick, Kramer and Hicks",SKU-39607,4.8,93,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
982,5,503,Maxwell-Mack Moment,"And wife give buy tree example detail. Yard group want long one color.
Board growth direction our. Also price dark back top.",631.21,507.65,45,2.15,True,2024-12-27T14:56:47.952,"Martinez, Davis and White",SKU-77048,4.8,59,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
981,1,102,Smith-Anderson Learn,Mention fund these rate trial performance pay. Tree minute mother whatever spend. Life pressure less with professor mean American.,147.84,134.91,454,16.33,True,2024-12-06T14:56:47.952,Levine Group,SKU-72771,3.3,18,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
980,1,103,Watkins LLC Keep,"Within in late than decade teacher. Study herself yourself fine ground trial school. Watch minute market easy trip.
Blue effort determine report I state but. Full tonight war design.",151.21,139.1,811,19.33,True,2024-12-10T14:56:47.952,Chavez-Ferguson,SKU-23938,4.1,50,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
979,1,105,Wallace Ltd Hear,"Relate rest represent.
Product add wear two foot. Pretty meeting ground site past job.",108.73,87.44,846,0.37,True,2024-12-18T14:56:47.952,Kerr Ltd,SKU-15733,3.3,106,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
978,5,502,Hardy PLC Fear,"After before member tend business heart. Instead fear there dream.
Question particular political claim society expert establish next.
Billion someone customer organization treatment.",78.76,69.72,465,18.19,True,2024-12-28T14:56:47.952,Morgan-Ballard,SKU-23137,4.4,20,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
977,2,202,Hansen and Sons Although,"Summer best huge seek. Account wall understand language professional station where.
Explain dream whose than professional miss lay drug. Both significant affect anyone special through standard.",573.96,542.91,663,5.71,True,2024-11-30T14:56:47.952,Morris and Sons,SKU-33295,4.6,92,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
976,4,402,"Price, Green and Peterson Ready",Until there take meet piece chance however politics. Congress clearly girl fine nature. Guess picture avoid support. Very media decide six as stock worry.,451.6,426.87,377,3.05,True,2024-12-07T14:56:47.952,Sheppard LLC,SKU-75006,3.4,30,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
975,4,403,Jackson-Pearson Best,"Set official beautiful receive. Total court per eight our experience feeling.
Adult many window own decide great worry. Knowledge fly theory anything pay.",871.33,802.38,211,16.36,True,2024-12-10T14:56:47.952,"Ramirez, Pacheco and Rhodes",SKU-45231,3.4,86,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
974,1,103,Carpenter-Patrick Address,"Step fall thousand cold travel story serve.
Pass last suddenly get within. Wrong recent Democrat.
Rich build head line realize house.",227.09,194.37,262,19.43,True,2024-11-30T14:56:47.952,Ross Group,SKU-86449,3.2,99,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
973,5,503,Noble-Rhodes Mind,Country west him goal. Space other this. Century rich environmental teacher where situation herself.,331.32,311.8,562,5.35,True,2024-11-30T14:56:47.952,"Davis, Sherman and Cook",SKU-90148,3.6,15,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
971,3,303,Carter Group Officer,South follow whose challenge. Affect difference easy threat kind adult. Animal soldier deal go.,556.63,470.23,546,4.84,False,2024-12-25T14:56:47.952,Greene and Sons,SKU-29416,4.9,42,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
972,2,203,Chambers-Hall Value,Somebody hospital word. Daughter offer sister amount especially send.,874.65,812.1,254,19.79,True,2024-12-29T14:56:47.952,Lawrence-Shaffer,SKU-25228,3.0,51,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
970,2,205,Beck PLC Way,"Student property next per. Participant investment bad stock finally recent Mrs.
Able bar buy build state simple student. Fine voice add produce who attention. Conference speech admit air real sport.",225.63,180.9,950,15.83,True,2024-12-08T14:56:47.952,Whitaker-Jimenez,SKU-78822,3.5,33,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
941,3,301,Kennedy Ltd Character,Agent parent clear event within act almost peace. Hair after own data safe.,947.98,904.48,865,1.89,False,2024-12-17T14:56:47.952,"Lowe, Case and Cuevas",SKU-41462,4.9,26,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
969,5,501,Jacobs-Meadows Himself,Usually sport decide trip person. People garden speech itself conference student two oil.,173.86,156.8,575,15.61,True,2024-12-06T14:56:47.952,"Mathis, Snyder and Ingram",SKU-45585,3.4,9,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
968,2,203,Wright-Byrd Its,Business hold low series step travel fight. Example fill land fish window lot fly.,54.99,44.66,995,13.91,True,2024-12-12T14:56:47.952,Chang-Petersen,SKU-62100,4.0,69,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
967,4,401,Wilson-Vaughn Education,"Option throughout industry though report money.
Large inside hold court final. What national step change senior then guy.",911.74,817.43,536,18.63,True,2024-12-28T14:56:47.952,Sexton LLC,SKU-12867,3.3,40,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
966,1,102,"Myers, Spears and Miles Perhaps","According audience others drop us option sell hour. Activity quality four woman. Minute accept bag attorney technology father.
Seat trip newspaper his. Wrong instead network begin new adult stay.",199.79,188.27,912,17.55,True,2024-12-13T14:56:47.952,"Kelley, Sanchez and Acevedo",SKU-83445,5.0,50,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
965,4,401,"Chambers, Nguyen and Sosa Image","Very study investment physical hand college. Even fact either field great she.
Party gas effort leader trial traditional. Sort represent generation tax none less test.",84.13,77.72,308,14.53,True,2024-12-13T14:56:47.952,Harper-Grimes,SKU-36476,4.1,25,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
964,5,504,Kemp Group Themselves,"True data however successful top ten shoulder mission. Child head ahead politics.
Capital region recognize daughter political. Word partner alone feel product everybody.",96.36,79.6,760,12.08,False,2024-12-27T14:56:47.952,"Holloway, Hull and Moore",SKU-95767,4.6,29,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
963,2,203,Nelson-Stark Federal,"Stock far play sister along over. Father film specific wear.
Door onto bad huge still wait together. Mission woman somebody particularly cause hotel hard seat.",366.96,320.09,797,11.82,True,2024-12-05T14:56:47.952,Myers Ltd,SKU-41228,4.3,35,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
962,5,501,"Griffin, Lee and Clark Apply",Evening strategy four until approach eat. Soldier improve staff seven time public second. Development own year office dream.,436.6,432.09,372,6.75,True,2024-12-22T14:56:47.952,"Garcia, Robertson and Huynh",SKU-97680,3.0,77,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
961,4,402,Wagner-Barrera Rock,"Daughter little while religious Mrs me. Policy really in clearly think last run weight. Live have tax military them.
Machine like suddenly nation speak.",326.64,273.19,0,1.14,True,2024-12-29T14:56:47.952,"Santos, Davis and Williams",SKU-37784,3.6,40,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
960,3,304,"Hill, Powell and Chavez Energy","Here let might effort song skill item. Economy team after. Own material about service impact.
Peace team also sign later half language. Religious so expect PM return month raise.",484.4,428.9,52,6.16,True,2024-12-14T14:56:47.952,Green Group,SKU-46773,4.9,96,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
959,2,204,Walters Inc Senior,Get cut partner again natural situation spring. They tree tough unit accept. Explain fish tonight fill travel despite language. Onto spend rest myself lot town.,27.48,22.49,52,7.67,True,2024-12-24T14:56:47.952,Morgan Ltd,SKU-93009,5.0,30,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
958,5,502,Hernandez-Perez Wife,Or here technology whole. Positive night put cut environmental assume fly range. Air author before necessary. Model reach paper agency over gun type.,196.78,180.69,649,3.06,True,2024-12-03T14:56:47.952,Martinez Ltd,SKU-62596,3.1,35,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
957,1,103,Johnson and Sons Example,"Before serious seven.
Quite attention use. Together fast realize performance almost.
Believe high central production staff find special share.",994.31,927.96,439,4.05,True,2024-12-23T14:56:47.952,Bradley-Webb,SKU-23508,4.4,70,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
956,1,104,Hess and Sons Everything,Thank painting pattern purpose nothing section. Democratic receive history recently fight set. Sign company arm true instead source summer.,485.39,435.49,779,8.64,True,2024-12-21T14:56:47.952,Gutierrez-Short,SKU-77009,3.4,41,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
955,1,102,Graham LLC Civil,"Position work follow local field lot million. Bag nor husband. Chair nice day key world animal. Page partner region task do note just sit.
Care any similar. World such dinner even.",163.99,131.64,700,4.81,True,2024-12-14T14:56:47.952,Myers and Sons,SKU-54845,3.9,82,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
954,2,203,Love PLC Close,"Avoid guess rather eight mean. School baby everything whom vote appear. Foot minute industry say.
Nothing point crime property air fire. Citizen subject front point.",753.58,735.76,513,14.55,True,2024-12-06T14:56:47.952,"Trevino, Miller and Thomas",SKU-60967,3.3,18,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
953,2,202,Robinson Ltd Chair,"Our although step cultural with certain positive. Seat get be term. Base weight middle pressure human.
Compare have anything wrong long during control. Return east theory still record.",948.89,885.36,272,2.46,True,2024-11-30T14:56:47.952,"Smith, Foley and Bell",SKU-74955,4.6,97,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
952,1,103,Perkins Ltd Team,Alone million so toward Mrs support turn. Sit statement bill worry brother mind blood. Old cover difficult loss everything piece nor identify.,884.74,742.91,194,5.77,True,2024-12-08T14:56:47.952,Ewing-Rose,SKU-65188,4.5,15,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
951,4,402,"Smith, Smith and Stephenson Feel","Only discuss explain stop air too. Chance west man effort method. Over exist her thought build today hope.
Early task again quickly gas of. And direction important it.",541.06,444.61,449,13.16,True,2024-12-22T14:56:47.952,Davis Ltd,SKU-28333,3.7,63,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
950,2,204,"Finley, Gomez and Hale Right","Food gas material born choose leave soon. Trip assume allow entire.
Fear back economic machine. Note why still wonder citizen energy where.
Hair put bed the realize data scene director.",132.6,106.27,787,13.17,True,2024-12-15T14:56:47.952,Morrow Group,SKU-61820,3.7,52,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
949,1,101,Boyd-Velasquez Analysis,"Politics sit huge expect determine everyone sense. If pretty mention.
Have offer more style work carry.
The oil phone team our. North challenge experience wear above myself seven.",356.22,298.24,363,0.28,True,2024-12-07T14:56:47.952,Jackson-Davis,SKU-35892,3.2,70,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
948,5,501,"Williams, Hubbard and Pearson Hotel",Sit recognize edge piece know start result. Shake author opportunity really. Clearly central action mother television.,936.06,864.5,499,1.24,False,2024-12-02T14:56:47.952,Mendez-Kemp,SKU-70339,3.7,48,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
947,1,103,Carney-Hubbard Artist,"Clearly science PM series. Politics somebody she strong into.
Final what level modern including wide spend. Type language into ahead eight.
Reason around probably. Could thus national pretty whole.",306.19,261.16,2,14.79,True,2024-12-21T14:56:47.952,Mason Ltd,SKU-38503,4.8,89,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
946,5,503,Brady-James Class,"Black very other per reduce of center. Red agency eat vote.
Court technology that eat lead night option. Middle speak truth offer.
At lead worker outside what star. Store front summer risk try sign.",952.96,856.81,174,7.53,True,2024-12-17T14:56:47.952,Smith-Williams,SKU-99006,3.5,85,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
945,5,504,Gibson-Banks Relate,"Want itself value laugh drug statement. Education not performance.
Act work exist necessary system check book. Much before citizen.
For receive sing. Car company without foreign floor anything.",965.0,951.53,782,10.52,True,2024-12-09T14:56:47.952,Garcia LLC,SKU-19846,3.7,20,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
944,1,104,"Moore, Cervantes and Potts Investment","Record international view.
Senior subject hope be player each build. Name even already front its election none look.
Language fall call conference. Begin young discuss writer. Compare often mouth.",705.57,613.15,756,13.26,True,2024-12-07T14:56:47.952,Mcguire-Barr,SKU-79220,4.4,12,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
943,2,204,West and Sons Everybody,"Animal tell tree capital chair. Fire ask range item.
Scientist strategy view take include society design. Woman reduce five determine give hit.",502.83,502.62,909,10.69,True,2024-12-09T14:56:47.952,Garcia and Sons,SKU-11821,4.2,98,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
942,5,501,"Blake, Hall and Spencer Enjoy",Shoulder stay relationship officer yeah. Compare TV like computer material daughter. May not low growth bring place.,93.74,85.38,504,16.19,False,2024-12-21T14:56:47.952,Wright-White,SKU-65572,4.4,98,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
940,4,402,Wiggins-Anderson Into,"Tax direction too daughter. Year use soon report participant family lay. Meeting modern everybody.
Light course respond turn put. Condition system although decide realize month.",444.57,426.65,514,5.81,True,2024-12-19T14:56:47.952,Olson and Sons,SKU-78235,4.9,33,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
938,5,505,Oconnor-Clark Them,"Administration only close allow. Who sound throw base.
Tough boy four artist can near operation big. Both floor weight bring Mrs. School government change require painting.",598.67,527.15,606,2.64,False,2024-12-03T14:56:47.952,Hernandez-Jones,SKU-77314,4.4,89,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
924,4,403,Scott-Baker Condition,"Experience under call space somebody professor pressure rest.
Student organization beautiful hot program. Money various have bag. Probably recent see popular article.",575.71,498.01,730,18.19,True,2024-12-27T14:56:47.952,Compton Inc,SKU-34233,3.8,94,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
936,4,401,"Rice, Hoffman and Cobb Never",Field information still art top forward expect. Prevent base center. Truth let show green adult collection.,784.91,655.51,745,17.52,True,2024-12-27T14:56:47.952,"Washington, Vang and Elliott",SKU-74175,3.2,47,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
935,1,103,Browning and Sons Specific,"Time themselves indeed quickly. Action many often wrong. Significant cell I.
Wear tough respond class yes. Movie interest play herself. Always partner less six own growth bank.",910.15,777.86,889,15.98,True,2024-12-06T14:56:47.952,Davis Ltd,SKU-22838,3.8,35,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
934,4,401,Reyes-Anderson Us,"Church century Mr someone five father. Medical carry our they age moment single.
Inside speech hair attack low gas likely.",964.38,786.45,127,10.68,True,2024-12-23T14:56:47.952,Martinez-Peters,SKU-63317,3.1,85,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
933,2,203,Cox-Ritter Most,"Represent newspaper to later paper purpose action. Along oil for care back development.
Bit cause artist owner local rule help. Natural recognize test face.",568.01,547.62,619,3.36,True,2024-12-10T14:56:47.952,Daniels-Miles,SKU-51465,5.0,61,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
932,4,404,"Little, Parker and King Surface","Each ask environmental paper industry fire painting. Father history heavy owner.
Leader although crime hand store evening. Image full away from box.",92.42,86.44,962,13.92,True,2024-12-22T14:56:47.952,York-Martinez,SKU-19248,4.3,36,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
931,5,502,"Gonzales, Johnson and Cunningham We",Moment senior far development him art. Cost prepare sister. White party job food read main radio.,595.87,492.01,637,8.5,True,2024-12-22T14:56:47.952,"Fox, English and Brooks",SKU-44167,3.8,27,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
930,2,201,Anderson-Williams Class,"Public stay begin fly poor. Floor here tonight join fight investment. Owner similar threat.
Spring decide particular way quite just consider. Others his choose them lawyer camera present.",665.99,564.37,192,2.92,True,2024-12-29T14:56:47.952,Johnson-Landry,SKU-38208,4.9,80,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
929,3,305,Downs-Jordan Against,"Environment upon successful yeah those. Policy education material business if.
Indeed another success ok factor bank suffer. Staff move professional suggest drive.",450.47,404.56,320,10.5,True,2024-12-12T14:56:47.952,Farrell-Gilbert,SKU-56152,4.2,70,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
928,5,503,Park Group Charge,"Culture I happy. Fear political require enough miss once yourself same. Owner window when level group prepare.
Somebody their product. Money memory early those institution.",369.92,308.64,1000,18.91,False,2024-12-13T14:56:47.952,"Atkinson, Matthews and Porter",SKU-49400,3.1,74,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
927,1,101,"Thomas, Johnson and Mcbride Effort","Increase water sense available. Property role story model career know.
Interview participant get PM whatever responsibility see. Send buy special phone measure.",137.53,127.97,89,11.29,True,2024-12-24T14:56:47.952,Montgomery-Wise,SKU-14588,3.2,23,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
926,1,102,Kelley-Wilson Remain,"Not task believe. Build figure while.
Prevent quality either cold risk interesting. Indicate lawyer girl rule strategy. Real many program. Speak TV the.",966.02,795.49,882,12.02,True,2024-12-02T14:56:47.952,Odom-Case,SKU-82708,3.9,46,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
925,1,104,"Shaffer, Harrington and Carter Age","Discover respond chair laugh performance. And party until fish thought.
Cultural senior then.
Scene back you serious. Anyone middle certain add later ahead.
So want ground yet need. Find likely drug.",560.5,536.23,542,9.82,True,2024-12-13T14:56:47.952,Graham-Davis,SKU-86640,4.1,91,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
877,1,102,"Contreras, Hester and Copeland Boy","Manage fall new himself. Social history attack or.
Turn lose boy commercial particularly set center. Remember material responsibility window through provide agent various.",848.47,736.93,210,10.83,True,2024-12-20T14:56:47.952,Sanchez and Sons,SKU-97163,5.0,93,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
922,4,404,Lynch LLC Radio,"Provide hot city win bit view.
Race foreign source realize what way interesting. Friend deal than center already.",282.46,251.12,11,2.49,False,2024-12-10T14:56:47.952,Lawrence LLC,SKU-74122,4.3,69,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
905,2,202,Ramos-Hawkins Water,"Our house whose around. Present firm space talk something. Land lose dark oil mind south case.
Cold box blood however act authority. Policy care cold wonder. Rock minute language teach.",219.52,217.07,716,1.88,True,2024-12-06T14:56:47.952,Cohen Group,SKU-13830,3.3,45,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
921,4,403,Li PLC It,"Red interest smile alone mean interesting. Let seem image president.
International southern cut reason. Until rise court magazine positive toward.",691.1,576.72,763,7.57,True,2024-11-30T14:56:47.952,"Williams, Young and Vance",SKU-97914,4.3,99,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
920,1,105,Parker-Burns Size,"Which heart wrong event.
They as age risk most serious require.
Recent born front fall perhaps. Tv statement fish think actually agreement improve into. Military study real.",653.6,579.59,152,12.58,True,2024-12-12T14:56:47.952,Briggs-Griffin,SKU-14455,3.2,58,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
919,1,102,"Dillon, James and Miller Itself","Mission reflect standard popular. Any conference best day decision kid.
Low sit human. Size interest knowledge grow poor Democrat. Parent scene soldier build.",382.79,358.25,172,18.53,False,2024-12-17T14:56:47.952,Perez Inc,SKU-72111,3.4,13,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
918,4,403,"Lane, Valentine and Smith Five",Practice drug policy fall per whole key. Plant into religious nearly tend. Ability meeting call green question.,898.25,757.78,766,3.99,True,2024-12-24T14:56:47.952,"Diaz, Edwards and Smith",SKU-57477,4.5,80,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
917,3,305,Holloway-Gilmore Vote,Soldier more speech kid six community not develop. Your law summer all seven. Score vote better figure factor message produce.,867.2,841.15,726,6.15,True,2024-12-29T14:56:47.952,"Chang, Bush and Johnson",SKU-85649,3.3,91,historic,3234d584-18c4-420b-b7f3-80d4a18b4701,2024-12-30 17:05:43
