review_id,product_id,order_id,customer_id,review_score,review_text,review_date,helpful_votes,verified_purchase,created_at
1000031,1000016,1000037,1000010,5,"Very satisfied. Rodriguez, Figueroa and Sanchez Pro Ultra Notebook was excellent",2025-02-11 12:58:17.736941,0,True,2025-02-11 12:58:17.736941
1000032,1000002,1000037,1000010,5,Fantastic purchase. Doyle Ltd Elite Air Stand is very good. Exceeded expectations. Not sure if I would buy again.,2025-02-13 12:58:17.736941,2,True,2025-02-13 12:58:17.736941
1000033,1000018,1000037,1000010,3,"Basic functionality. Mcclain, Miller and Henderson Pro Nourishing Perfume is average. Decent quality. Not sure if I would buy again.",2025-02-11 12:58:17.736941,0,True,2025-02-11 12:58:17.736941
1000034,1000017,1000037,1000010,5,"Perfect fit. Mcclain, Miller and Henderson Pro Mini Tablet (Premium) is very good. Highly recommend. Not sure if I would buy again.",2025-02-11 12:58:17.736941,4,True,2025-02-11 12:58:17.736941
1000035,1000033,1000043,1000013,4,"Exceeded expectations. Mcclain, Miller and Henderson Pro Sport Sneakers is excellent",2025-02-18 12:58:17.736941,0,True,2025-02-18 12:58:17.736941
1000036,1000031,1000053,1000017,1,"Not worth the price. Henderson, Ramirez and Lewis Elite Mask Advanced was not good. Frustrating experience. Just wanted to share my experience.",2025-02-15 12:58:17.736941,0,True,2025-02-15 12:58:17.736941
1000037,1000030,1000053,1000017,4,Fantastic purchase. Garcia-James Elite Hair Mask Professional was very good,2025-02-18 12:58:17.736941,2,True,2025-02-18 12:58:17.736941
1000038,1000031,1000053,1000017,2,"Disappointed. Henderson, Ramirez and Lewis Elite Mask Advanced was below average",2025-02-18 12:58:17.736941,1,True,2025-02-18 12:58:17.736941
1000039,1000047,1000053,1000017,4,"Highly recommend. Guzman, Hoffman and Baldwin  Hair Mask with Collagen is great. Fantastic purchase. Just wanted to share my experience.",2025-02-18 12:58:17.736941,0,True,2025-02-18 12:58:17.736941
1000040,1000047,1000062,1000020,5,"Perfect fit. Guzman, Hoffman and Baldwin  Hair Mask with Collagen is excellent",2025-02-13 12:58:17.736941,6,True,2025-02-13 12:58:17.736941
1000041,1000012,1000062,1000020,5,Excellent product. Davis and Sons Premium Wallet in Navy is excellent,2025-02-15 12:58:17.736941,2,True,2025-02-15 12:58:17.736941
1000042,1000011,1000070,1000023,4,"Exceeded expectations. Guzman, Hoffman and Baldwin  Sweater in Brown was great",2025-02-04 12:58:17.736941,3,True,2025-02-04 12:58:17.736941
1000043,1000027,1000073,1000024,4,"Exceeded expectations. Mcclain, Miller and Henderson Pro Android Tablet Series 6 was very good. Fantastic purchase. Looking forward to using it more.",2025-02-15 12:58:17.736941,0,True,2025-02-15 12:58:17.736941
1000044,1000002,1000073,1000024,5,Amazing value. Doyle Ltd Elite Air Stand was fantastic,2025-02-16 12:58:17.736941,2,True,2025-02-16 12:58:17.736941
1000045,1000031,1000073,1000024,4,"Amazing value. Henderson, Ramirez and Lewis Elite Mask Advanced is excellent",2025-02-16 12:58:17.736941,1,True,2025-02-16 12:58:17.736941
1000046,1000014,1000073,1000024,5,"Amazing value. Mcclain, Miller and Henderson Pro Minimalist Shelf was excellent",2025-02-16 12:58:17.736941,1,True,2025-02-16 12:58:17.736941
1000047,1000044,1000076,1000025,4,Perfect fit. James Group Elite Drawing Tablet (Ultra) is great. Highly recommend. Hope this helps other buyers.,2025-02-06 12:58:17.736941,0,True,2025-02-06 12:58:17.736941
1000048,1000032,1000078,1000026,4,Exceeded expectations. Abbott-Munoz Premium Pot Set Ceramic is fantastic,2025-02-06 12:58:17.736941,0,True,2025-02-06 12:58:17.736941
1000049,1000011,1000078,1000026,4,"Great quality. Guzman, Hoffman and Baldwin  Sweater in Brown is fantastic",2025-02-06 12:58:17.736941,1,True,2025-02-06 12:58:17.736941
1000050,1000039,1000078,1000026,2,Didn't meet expectations. Arnold Ltd Elite Camping Stove Competition was below average,2025-02-06 12:58:17.736941,1,True,2025-02-06 12:58:17.736941
1000051,1000020,1000079,1000026,5,"Great quality. Guzman, Hoffman and Baldwin  Pan Metal was great. Fantastic purchase. Looking forward to using it more.",2025-02-13 12:58:17.736941,1,True,2025-02-13 12:58:17.736941
1000052,1000020,1000079,1000026,3,"Average quality. Guzman, Hoffman and Baldwin  Pan Metal is decent",2025-02-17 12:58:17.736941,0,True,2025-02-17 12:58:17.736941
1000053,1000028,1000079,1000026,4,"Perfect fit. Henderson, Ramirez and Lewis Elite Rustic Shelf was fantastic. Excellent product. Not sure if I would buy again.",2025-02-12 12:58:17.736941,2,True,2025-02-12 12:58:17.736941
1000054,1000022,1000079,1000026,4,Amazing value. Blake and Sons  Minimalist Blender was excellent,2025-02-15 12:58:17.736941,1,True,2025-02-15 12:58:17.736941
1000055,1000017,1000080,1000026,4,"Outstanding performance. Mcclain, Miller and Henderson Pro Mini Tablet (Premium) is fantastic. Amazing value. Just wanted to share my experience.",2025-02-11 12:58:17.736941,0,True,2025-02-11 12:58:17.736941
1000056,1000042,1000080,1000026,4,Exceeded expectations. Galloway-Wyatt Premium Max Notebook was very good. Excellent product. Looking forward to using it more.,2025-02-10 12:58:17.736941,0,True,2025-02-10 12:58:17.736941
1000057,1000046,1000080,1000026,5,"Amazing value. Adams, Zuniga and Wong  Charger (Premium) was great",2025-02-10 12:58:17.736941,3,True,2025-02-10 12:58:17.736941
1000058,1000046,1000080,1000026,5,"Exceeded expectations. Adams, Zuniga and Wong  Charger (Premium) is fantastic",2025-02-10 12:58:17.736941,1,True,2025-02-10 12:58:17.736941
1000059,1000015,1000083,1000026,4,"Outstanding performance. Mcclain, Miller and Henderson Pro Top in White is excellent",2025-02-11 12:58:17.736941,1,True,2025-02-11 12:58:17.736941
1000060,1000003,1000083,1000026,3,"Gets the job done. Mcclain, Miller and Henderson Pro Vintage Bag was decent. Nothing special. Might consider other options next time.",2025-02-12 12:58:17.736941,0,True,2025-02-12 12:58:17.736941
1000061,1000003,1000083,1000026,5,"Fantastic purchase. Mcclain, Miller and Henderson Pro Vintage Bag is great. Exceeded expectations. Just wanted to share my experience.",2025-02-11 12:58:17.736941,0,True,2025-02-11 12:58:17.736941
1000062,1000004,1000084,1000026,4,Perfect fit. Davis and Sons Premium Running Fitness Tracker was very good. Very satisfied. Not sure if I would buy again.,2025-01-26 12:58:17.736941,0,True,2025-01-26 12:58:17.736941
1000063,1000011,1000084,1000026,4,"Great quality. Guzman, Hoffman and Baldwin  Sweater in Brown was fantastic",2025-01-26 12:58:17.736941,4,True,2025-01-26 12:58:17.736941
1000064,1000032,1000084,1000026,3,As expected. Abbott-Munoz Premium Pot Set Ceramic was fair,2025-01-31 12:58:17.736941,0,True,2025-01-31 12:58:17.736941
1000065,1000049,1000084,1000026,5,"Very satisfied. Reid, Ferguson and Sanchez Pro Bag in Brown is great",2025-01-26 12:58:17.736941,1,True,2025-01-26 12:58:17.736941
1000066,1000007,1000084,1000026,5,Very satisfied. Davis and Sons Premium Silk Bag was great,2025-01-27 12:58:17.736941,1,True,2025-01-27 12:58:17.736941
1000067,1000046,1000084,1000026,4,"Perfect fit. Adams, Zuniga and Wong  Charger (Premium) was great",2025-01-29 12:58:17.736941,0,True,2025-01-29 12:58:17.736941
1000068,1000011,1000084,1000026,5,"Outstanding performance. Guzman, Hoffman and Baldwin  Sweater in Brown is fantastic",2025-01-26 12:58:17.736941,3,True,2025-01-26 12:58:17.736941
1000069,1000038,1000086,1000026,4,"Great quality. Mcclure, Ward and Lee Elite Pot Set Cotton is excellent",2025-01-28 12:58:17.736941,0,True,2025-01-28 12:58:17.736941
1000070,1000023,1000086,1000026,3,"Standard product. Guzman, Hoffman and Baldwin  Body Mist Advanced was okay. Nothing special. Hope this helps other buyers.",2025-01-27 12:58:17.736941,0,True,2025-01-27 12:58:17.736941
1000071,1000025,1000086,1000026,5,"Perfect fit. Mcclain, Miller and Henderson Pro Moisturizer Professional is great",2025-01-28 12:58:17.736941,2,True,2025-01-28 12:58:17.736941
1000072,1000042,1000086,1000026,5,Perfect fit. Galloway-Wyatt Premium Max Notebook is fantastic,2025-01-28 12:58:17.736941,3,True,2025-01-28 12:58:17.736941
1000073,1000009,1000088,1000028,2,"Not worth the price. Guzman, Hoffman and Baldwin  Resistance Bands Professional was below average. Waste of money. Not sure if I would buy again.",2025-02-02 12:58:17.736941,1,True,2025-02-02 12:58:17.736941
1000074,1000024,1000088,1000028,5,"Amazing value. Guzman, Hoffman and Baldwin  Hiking Boots Pro is great",2025-02-01 12:58:17.736941,1,True,2025-02-01 12:58:17.736941
1000075,1000034,1000088,1000028,4,Excellent product. Blair PLC Premium Running Bike was excellent,2025-02-03 12:58:17.736941,0,True,2025-02-03 12:58:17.736941
1000076,1000004,1000088,1000028,4,Excellent product. Davis and Sons Premium Running Fitness Tracker was fantastic. Exceeded expectations. Just wanted to share my experience.,2025-02-01 12:58:17.736941,0,True,2025-02-01 12:58:17.736941
1000077,1000030,1000099,1000030,5,Exceeded expectations. Garcia-James Elite Hair Mask Professional was fantastic,2025-02-10 12:58:17.736941,2,True,2025-02-10 12:58:17.736941
1000078,1000045,1000099,1000030,4,"Great quality. Flowers, Martin and Kelly Elite Basketball Shorts was fantastic",2025-02-13 12:58:17.736941,1,True,2025-02-13 12:58:17.736941
1000079,1000013,1000099,1000030,5,"Perfect fit. Guzman, Hoffman and Baldwin  Formal T-Shirt is great. Great quality. Not sure if I would buy again.",2025-02-07 12:58:17.736941,2,True,2025-02-07 12:58:17.736941
1000080,1000005,1000099,1000030,4,"Exceeded expectations. Mcclain, Miller and Henderson Pro Lipstick with Retinol was great",2025-02-09 12:58:17.736941,0,True,2025-02-09 12:58:17.736941
1000081,1000009,1000100,1000030,2,"Stopped working. Guzman, Hoffman and Baldwin  Resistance Bands Professional was poor",2025-02-14 12:58:17.736941,0,True,2025-02-14 12:58:17.736941
1000082,1000009,1000100,1000030,2,"Save your money. Guzman, Hoffman and Baldwin  Resistance Bands Professional is not good. Frustrating experience. Looking forward to using it more.",2025-02-13 12:58:17.736941,1,True,2025-02-13 12:58:17.736941
1000083,1000041,1000103,1000032,4,Amazing value. Williams and Sons Elite Nourishing Cleanser was very good,2025-02-11 12:58:17.736941,2,True,2025-02-11 12:58:17.736941
1000084,1000047,1000103,1000032,4,"Outstanding performance. Guzman, Hoffman and Baldwin  Hair Mask with Collagen was very good",2025-02-05 12:58:17.736941,2,True,2025-02-05 12:58:17.736941
1000085,1000006,1000103,1000032,3,Standard product. Davis and Sons Premium Hair Dryer Natural was fair. Nothing special. Just wanted to share my experience.,2025-02-05 12:58:17.736941,0,True,2025-02-05 12:58:17.736941
1000086,1000021,1000104,1000032,5,"Outstanding performance. Gardner, Robinson and Lawrence  Charger (Ultra) was very good",2025-02-06 12:58:17.736941,1,True,2025-02-06 12:58:17.736941
1000087,1000026,1000104,1000032,4,"Perfect fit. Rodriguez, Figueroa and Sanchez Pro Workstation (Lite) was excellent. Very satisfied. Hope this helps other buyers.",2025-02-05 12:58:17.736941,2,True,2025-02-05 12:58:17.736941
1000088,1000040,1000104,1000032,2,Poor quality. Dudley Group Elite Training Leggings is poor,2025-02-06 12:58:17.736941,0,True,2025-02-06 12:58:17.736941
1000089,1000048,1000104,1000032,1,Stopped working. Garcia-James Elite Weights Flex was below average. Poor quality. Just wanted to share my experience.,2025-02-08 12:58:17.736941,4,True,2025-02-08 12:58:17.736941
1000090,1000035,1000109,1000035,2,Wouldn't recommend. Dudley Group Elite Hair Oil Premium is below average. Stopped working. Just wanted to share my experience.,2025-02-13 12:58:17.736941,0,True,2025-02-13 12:58:17.736941
1000091,1000023,1000109,1000035,4,"Very satisfied. Guzman, Hoffman and Baldwin  Body Mist Advanced is very good",2025-02-12 12:58:17.736941,1,True,2025-02-12 12:58:17.736941
1000092,1000009,1000111,1000035,4,"Great quality. Guzman, Hoffman and Baldwin  Resistance Bands Professional is great",2025-02-13 12:58:17.736941,4,True,2025-02-13 12:58:17.736941
1000093,1000007,1000111,1000035,4,Outstanding performance. Davis and Sons Premium Silk Bag was very good,2025-02-14 12:58:17.736941,0,True,2025-02-14 12:58:17.736941
1000094,1000002,1000111,1000035,5,Exceeded expectations. Doyle Ltd Elite Air Stand is great. Outstanding performance. Not sure if I would buy again.,2025-02-18 12:58:17.736941,3,True,2025-02-18 12:58:17.736941
1000095,1000028,1000112,1000037,5,"Highly recommend. Henderson, Ramirez and Lewis Elite Rustic Shelf is great",2025-02-12 12:58:17.736941,2,True,2025-02-12 12:58:17.736941
1000096,1000042,1000112,1000037,5,Excellent product. Galloway-Wyatt Premium Max Notebook is very good,2025-02-08 12:58:17.736941,1,True,2025-02-08 12:58:17.736941
1000097,1000006,1000112,1000037,5,Highly recommend. Davis and Sons Premium Hair Dryer Natural is fantastic,2025-02-09 12:58:17.736941,0,True,2025-02-09 12:58:17.736941
1000098,1000001,1000115,1000039,5,"Very satisfied. Rodriguez, Figueroa and Sanchez Pro X Phone is excellent. Excellent product. Not sure if I would buy again.",2025-02-07 12:58:17.736941,2,True,2025-02-07 12:58:17.736941
1000099,1000029,1000115,1000039,5,"Exceeded expectations. Rodriguez, Figueroa and Sanchez Pro Moisturizer with Retinol was fantastic. Very satisfied. Hope this helps other buyers.",2025-02-07 12:58:17.736941,2,True,2025-02-07 12:58:17.736941
1000100,1000023,1000117,1000039,1,"Not worth the price. Guzman, Hoffman and Baldwin  Body Mist Advanced is disappointing. Save your money. Not sure if I would buy again.",2025-02-13 12:58:17.736941,3,True,2025-02-13 12:58:17.736941
1000101,1000040,1000120,1000040,3,Gets the job done. Dudley Group Elite Training Leggings was okay. Okay product. Just wanted to share my experience.,2025-02-16 12:58:17.736941,0,True,2025-02-16 12:58:17.736941
1000102,1000032,1000120,1000040,5,Great quality. Abbott-Munoz Premium Pot Set Ceramic is excellent. Fantastic purchase. Hope this helps other buyers.,2025-02-11 12:58:17.736941,4,True,2025-02-11 12:58:17.736941
1000103,1000046,1000125,1000041,5,"Exceeded expectations. Adams, Zuniga and Wong  Charger (Premium) is very good",2025-02-04 12:58:17.736941,0,True,2025-02-04 12:58:17.736941
1000104,1000010,1000126,1000042,5,"Exceeded expectations. Guzman, Hoffman and Baldwin  Blanket Bamboo is excellent. Fantastic purchase. Looking forward to using it more.",2025-02-14 12:58:17.736941,2,True,2025-02-14 12:58:17.736941
1000105,1000039,1000127,1000042,5,Outstanding performance. Arnold Ltd Elite Camping Stove Competition is fantastic,2025-02-13 12:58:17.736941,1,True,2025-02-13 12:58:17.736941
1000106,1000029,1000128,1000043,4,"Perfect fit. Rodriguez, Figueroa and Sanchez Pro Moisturizer with Retinol was very good",2025-02-08 12:58:17.736941,1,True,2025-02-08 12:58:17.736941
1000107,1000005,1000128,1000043,4,"Great quality. Mcclain, Miller and Henderson Pro Lipstick with Retinol is great",2025-02-08 12:58:17.736941,2,True,2025-02-08 12:58:17.736941
1000108,1000022,1000129,1000043,5,Highly recommend. Blake and Sons  Minimalist Blender is excellent,2025-02-09 12:58:17.736941,2,True,2025-02-09 12:58:17.736941
1000109,1000001,1000129,1000043,3,"Standard product. Rodriguez, Figueroa and Sanchez Pro X Phone is decent. Average quality. Would definitely buy again.",2025-02-04 12:58:17.736941,0,True,2025-02-04 12:58:17.736941
1000110,1000004,1000129,1000043,5,Fantastic purchase. Davis and Sons Premium Running Fitness Tracker is very good. Great quality. Not sure if I would buy again.,2025-02-04 12:58:17.736941,2,True,2025-02-04 12:58:17.736941
1000111,1000046,1000129,1000043,5,"Very satisfied. Adams, Zuniga and Wong  Charger (Premium) was very good",2025-02-05 12:58:17.736941,2,True,2025-02-05 12:58:17.736941
1000112,1000049,1000129,1000043,5,"Perfect fit. Reid, Ferguson and Sanchez Pro Bag in Brown was great",2025-02-04 12:58:17.736941,1,True,2025-02-04 12:58:17.736941
1000113,1000050,1000129,1000043,5,"Perfect fit. Mcclure, Ward and Lee Elite Sofa Premium was excellent",2025-02-04 12:58:17.736941,2,True,2025-02-04 12:58:17.736941
1000114,1000039,1000131,1000044,2,Didn't meet expectations. Arnold Ltd Elite Camping Stove Competition is below average,2025-02-07 12:58:17.736941,1,True,2025-02-07 12:58:17.736941
1000115,1000024,1000131,1000044,4,"Very satisfied. Guzman, Hoffman and Baldwin  Hiking Boots Pro is excellent",2025-02-06 12:58:17.736941,2,True,2025-02-06 12:58:17.736941
1000116,1000007,1000132,1000045,5,Excellent product. Davis and Sons Premium Silk Bag is fantastic,2025-02-04 12:58:17.736941,1,True,2025-02-04 12:58:17.736941
1000117,1000009,1000133,1000045,5,"Exceeded expectations. Guzman, Hoffman and Baldwin  Resistance Bands Professional was excellent",2025-02-13 12:58:17.736941,2,True,2025-02-13 12:58:17.736941
1000118,1000034,1000133,1000045,4,Amazing value. Blair PLC Premium Running Bike was excellent,2025-02-08 12:58:17.736941,0,True,2025-02-08 12:58:17.736941
1000119,1000006,1000135,1000045,5,Fantastic purchase. Davis and Sons Premium Hair Dryer Natural was fantastic,2025-02-13 12:58:17.736941,0,True,2025-02-13 12:58:17.736941
1000120,1000019,1000135,1000045,5,"Very satisfied. Mcclain, Miller and Henderson Pro Wallet in Black was very good",2025-02-09 12:58:17.736941,1,True,2025-02-09 12:58:17.736941
1000121,1000018,1000135,1000045,3,"Standard product. Mcclain, Miller and Henderson Pro Nourishing Perfume was decent",2025-02-10 12:58:17.736941,0,True,2025-02-10 12:58:17.736941
1000122,1000003,1000138,1000045,5,"Highly recommend. Mcclain, Miller and Henderson Pro Vintage Bag was fantastic",2025-02-03 12:58:17.736941,2,True,2025-02-03 12:58:17.736941
1000123,1000007,1000138,1000045,4,Great quality. Davis and Sons Premium Silk Bag was great,2025-01-31 12:58:17.736941,1,True,2025-01-31 12:58:17.736941
1000124,1000007,1000138,1000045,1,Not worth the price. Davis and Sons Premium Silk Bag is poor. Waste of money. Would definitely buy again.,2025-02-01 12:58:17.736941,2,True,2025-02-01 12:58:17.736941
1000125,1000012,1000138,1000045,2,Save your money. Davis and Sons Premium Wallet in Navy is not good,2025-02-04 12:58:17.736941,1,True,2025-02-04 12:58:17.736941
1000126,1000007,1000138,1000045,4,Fantastic purchase. Davis and Sons Premium Silk Bag is great,2025-01-31 12:58:17.736941,1,True,2025-01-31 12:58:17.736941
1000127,1000019,1000138,1000045,5,"Amazing value. Mcclain, Miller and Henderson Pro Wallet in Black was great. Perfect fit. Might consider other options next time.",2025-02-03 12:58:17.736941,0,True,2025-02-03 12:58:17.736941
1000128,1000049,1000143,1000047,5,"Amazing value. Reid, Ferguson and Sanchez Pro Bag in Brown is very good",2025-02-10 12:58:17.736941,1,True,2025-02-10 12:58:17.736941
1000129,1000019,1000143,1000047,1,"Disappointed. Mcclain, Miller and Henderson Pro Wallet in Black was below average",2025-02-08 12:58:17.736941,3,True,2025-02-08 12:58:17.736941
1000130,1000013,1000146,1000050,4,"Fantastic purchase. Guzman, Hoffman and Baldwin  Formal T-Shirt was fantastic",2025-02-17 12:58:17.736941,1,True,2025-02-17 12:58:17.736941
1000131,1000033,1000146,1000050,3,"Standard product. Mcclain, Miller and Henderson Pro Sport Sneakers was average",2025-02-12 12:58:17.736941,0,True,2025-02-12 12:58:17.736941
1000132,1000020,1000148,1000050,3,"Okay product. Guzman, Hoffman and Baldwin  Pan Metal is okay",2025-02-09 12:58:17.736941,0,True,2025-02-09 12:58:17.736941
1000133,1000043,1000148,1000050,4,Excellent product. Garcia-James Elite Pillow Premium is excellent,2025-02-12 12:58:17.736941,1,True,2025-02-12 12:58:17.736941
1000134,1000020,1000149,1000050,2,"Disappointed. Guzman, Hoffman and Baldwin  Pan Metal was poor",2025-02-07 12:58:17.736941,0,True,2025-02-07 12:58:17.736941
1000135,1000048,1000149,1000050,5,Amazing value. Garcia-James Elite Weights Flex is excellent. Very satisfied. Not sure if I would buy again.,2025-02-07 12:58:17.736941,3,True,2025-02-07 12:58:17.736941
1000136,1000043,1000151,1000051,1,Poor quality. Garcia-James Elite Pillow Premium was poor,2025-02-02 12:58:17.736941,3,True,2025-02-02 12:58:17.736941
1000137,1000037,1000151,1000051,4,Perfect fit. Arnold Ltd Elite Shelf Designer is fantastic. Great quality. Might consider other options next time.,2025-02-04 12:58:17.736941,0,True,2025-02-04 12:58:17.736941
1000138,1000050,1000152,1000051,4,"Perfect fit. Mcclure, Ward and Lee Elite Sofa Premium is excellent",2025-02-16 12:58:17.736941,1,True,2025-02-16 12:58:17.736941
1000139,1000034,1000153,1000052,5,Excellent product. Blair PLC Premium Running Bike was great,2025-02-08 12:58:17.736941,3,True,2025-02-08 12:58:17.736941
1000140,1000040,1000153,1000052,3,Average quality. Dudley Group Elite Training Leggings is average,2025-02-07 12:58:17.736941,0,True,2025-02-07 12:58:17.736941
1000141,1000046,1000155,1000053,4,"Fantastic purchase. Adams, Zuniga and Wong  Charger (Premium) was great. Excellent product. Hope this helps other buyers.",2025-02-08 12:58:17.736941,1,True,2025-02-08 12:58:17.736941
1000142,1000027,1000155,1000053,5,"Very satisfied. Mcclain, Miller and Henderson Pro Android Tablet Series 6 is excellent. Exceeded expectations. Would definitely buy again.",2025-02-06 12:58:17.736941,2,True,2025-02-06 12:58:17.736941
1000143,1000026,1000155,1000053,5,"Exceeded expectations. Rodriguez, Figueroa and Sanchez Pro Workstation (Lite) was fantastic. Outstanding performance. Looking forward to using it more.",2025-02-09 12:58:17.736941,4,True,2025-02-09 12:58:17.736941
1000144,1000001,1000155,1000053,4,"Highly recommend. Rodriguez, Figueroa and Sanchez Pro X Phone is great. Fantastic purchase. Might consider other options next time.",2025-02-06 12:58:17.736941,0,True,2025-02-06 12:58:17.736941
1000145,1000011,1000156,1000053,5,"Highly recommend. Guzman, Hoffman and Baldwin  Sweater in Brown was great. Very satisfied. Not sure if I would buy again.",2025-02-08 12:58:17.736941,5,True,2025-02-08 12:58:17.736941
1000146,1000013,1000158,1000053,4,"Exceeded expectations. Guzman, Hoffman and Baldwin  Formal T-Shirt was great",2025-02-11 12:58:17.736941,0,True,2025-02-11 12:58:17.736941
