event_id,customer_id,product_id,event_type,event_date,device_type,session_id,created_at
1000072,1000002,1000032,view,2025-02-18 11:47:14.535012,desktop,session_24007,2025-02-18 11:47:14.535012
1000073,1000002,1000032,view,2025-02-18 11:49:14.535012,desktop,session_24007,2025-02-18 11:49:14.535012
1000074,1000002,1000016,search,2025-02-18 21:43:14.535012,mobile,session_42676,2025-02-18 21:43:14.535012
1000075,1000002,1000019,view,2025-02-18 21:46:14.535012,mobile,session_42676,2025-02-18 21:46:14.535012
1000076,1000002,1000049,view,2025-02-18 21:47:14.535012,mobile,session_42676,2025-02-18 21:47:14.535012
1000077,1000002,1000045,view,2025-02-18 21:49:14.535012,mobile,session_42676,2025-02-18 21:49:14.535012
1000078,1000002,1000047,view,2025-02-21 16:50:14.535012,tablet,session_54348,2025-02-21 16:50:14.535012
1000079,1000002,1000025,view,2025-02-19 13:46:14.535012,desktop,session_25949,2025-02-19 13:46:14.535012
1000080,1000002,1000019,view,2025-02-19 13:48:14.535012,desktop,session_25949,2025-02-19 13:48:14.535012
1000081,1000002,1000006,view,2025-02-19 13:49:14.535012,desktop,session_25949,2025-02-19 13:49:14.535012
1000082,1000002,1000030,view,2025-02-19 13:50:14.535012,desktop,session_25949,2025-02-19 13:50:14.535012
1000083,1000002,1000046,cart_add,2025-02-19 13:53:14.535012,desktop,session_25949,2025-02-19 13:53:14.535012
1000084,1000002,1000033,view,2025-02-19 13:58:14.535012,desktop,session_25949,2025-02-19 13:58:14.535012
1000085,1000002,1000037,view,2025-02-17 06:51:14.535012,mobile,session_66513,2025-02-17 06:51:14.535012
1000086,1000002,1000039,search,2025-02-17 06:52:14.535012,mobile,session_66513,2025-02-17 06:52:14.535012
1000087,1000002,1000023,cart_add,2025-02-17 06:53:14.535012,mobile,session_66513,2025-02-17 06:53:14.535012
1000088,1000002,1000047,view,2025-02-17 06:58:14.535012,mobile,session_66513,2025-02-17 06:58:14.535012
1000089,1000002,1000041,view,2025-02-17 06:59:14.535012,mobile,session_66513,2025-02-17 06:59:14.535012
1000090,1000002,1000049,search,2025-02-16 01:54:14.535012,mobile,session_74360,2025-02-16 01:54:14.535012
1000091,1000002,1000046,view,2025-02-16 01:57:14.535012,mobile,session_74360,2025-02-16 01:57:14.535012
1000092,1000002,1000047,view,2025-02-16 01:58:14.535012,mobile,session_74360,2025-02-16 01:58:14.535012
1000093,1000002,1000005,view,2025-02-16 02:01:14.535012,mobile,session_74360,2025-02-16 02:01:14.535012
1000094,1000002,1000040,cart_add,2025-02-16 02:03:14.535012,mobile,session_74360,2025-02-16 02:03:14.535012
1000095,1000002,1000040,cart_remove,2025-02-16 02:08:14.535012,mobile,session_74360,2025-02-16 02:08:14.535012
1000096,1000002,1000025,view,2025-02-16 02:09:14.535012,mobile,session_74360,2025-02-16 02:09:14.535012
1000097,1000002,1000036,view,2025-02-16 02:12:14.535012,mobile,session_74360,2025-02-16 02:12:14.535012
1000098,1000003,1000041,search,2025-02-08 20:18:14.535012,mobile,session_58087,2025-02-08 20:18:14.535012
1000099,1000003,1000015,view,2025-02-08 20:19:14.535012,mobile,session_58087,2025-02-08 20:19:14.535012
1000100,1000003,1000049,view,2025-02-08 20:21:14.535012,mobile,session_58087,2025-02-08 20:21:14.535012
1000101,1000003,1000033,view,2025-02-08 20:24:14.535012,mobile,session_58087,2025-02-08 20:24:14.535012
1000102,1000003,1000009,cart_add,2025-02-08 20:26:14.535012,mobile,session_58087,2025-02-08 20:26:14.535012
1000103,1000003,1000027,search,2025-02-08 20:31:14.535012,mobile,session_58087,2025-02-08 20:31:14.535012
1000104,1000003,1000015,cart_add,2025-02-08 20:34:14.535012,mobile,session_58087,2025-02-08 20:34:14.535012
1000105,1000003,1000008,view,2025-02-19 16:20:14.535012,mobile,session_36233,2025-02-19 16:20:14.535012
1000106,1000003,1000039,search,2025-02-19 16:23:14.535012,mobile,session_36233,2025-02-19 16:23:14.535012
1000107,1000003,1000044,view,2025-02-23 12:12:14.535012,mobile,session_75454,2025-02-23 12:12:14.535012
1000108,1000003,1000044,cart_add,2025-02-23 12:14:14.535012,mobile,session_75454,2025-02-23 12:14:14.535012
1000109,1000003,1000044,cart_remove,2025-02-23 12:16:14.535012,mobile,session_75454,2025-02-23 12:16:14.535012
1000110,1000003,1000038,view,2025-02-23 12:18:14.535012,mobile,session_75454,2025-02-23 12:18:14.535012
1000111,1000003,1000039,search,2025-02-23 19:01:14.535012,mobile,session_45023,2025-02-23 19:01:14.535012
1000112,1000003,1000042,view,2025-02-23 19:02:14.535012,mobile,session_45023,2025-02-23 19:02:14.535012
1000113,1000003,1000030,view,2025-02-13 19:12:14.535012,mobile,session_15284,2025-02-13 19:12:14.535012
1000114,1000003,1000001,view,2025-02-13 19:15:14.535012,mobile,session_15284,2025-02-13 19:15:14.535012
1000115,1000003,1000004,cart_add,2025-02-13 19:16:14.535012,mobile,session_15284,2025-02-13 19:16:14.535012
1000116,1000003,1000030,view,2025-02-13 19:18:14.535012,mobile,session_15284,2025-02-13 19:18:14.535012
1000117,1000003,1000049,cart_add,2025-02-13 19:21:14.535012,mobile,session_15284,2025-02-13 19:21:14.535012
1000118,1000003,1000001,search,2025-02-16 18:01:14.535012,desktop,session_53761,2025-02-16 18:01:14.535012
1000119,1000003,1000001,view,2025-02-16 18:03:14.535012,desktop,session_53761,2025-02-16 18:03:14.535012
1000120,1000003,1000047,search,2025-02-16 18:04:14.535012,desktop,session_53761,2025-02-16 18:04:14.535012
1000121,1000003,1000024,view,2025-02-16 18:06:14.535012,desktop,session_53761,2025-02-16 18:06:14.535012
1000122,1000003,1000035,view,2025-02-16 18:08:14.535012,desktop,session_53761,2025-02-16 18:08:14.535012
1000123,1000003,1000012,cart_add,2025-02-16 18:10:14.535012,desktop,session_53761,2025-02-16 18:10:14.535012
1000124,1000003,1000012,cart_remove,2025-02-16 18:15:14.535012,desktop,session_53761,2025-02-16 18:15:14.535012
1000125,1000003,1000001,view,2025-02-20 16:25:14.535012,mobile,session_99740,2025-02-20 16:25:14.535012
1000126,1000003,1000007,view,2025-02-20 16:28:14.535012,mobile,session_99740,2025-02-20 16:28:14.535012
1000127,1000003,1000001,cart_add,2025-02-20 16:31:14.535012,mobile,session_99740,2025-02-20 16:31:14.535012
1000128,1000003,1000011,view,2025-02-20 16:36:14.535012,mobile,session_99740,2025-02-20 16:36:14.535012
1000129,1000003,1000013,search,2025-02-08 19:16:14.535012,mobile,session_32195,2025-02-08 19:16:14.535012
1000130,1000003,1000008,view,2025-02-08 19:17:14.535012,mobile,session_32195,2025-02-08 19:17:14.535012
1000131,1000003,1000010,cart_add,2025-02-08 19:20:14.535012,mobile,session_32195,2025-02-08 19:20:14.535012
1000132,1000003,1000010,cart_remove,2025-02-08 19:22:14.535012,mobile,session_32195,2025-02-08 19:22:14.535012
1000133,1000003,1000010,view,2025-02-08 19:24:14.535012,mobile,session_32195,2025-02-08 19:24:14.535012
1000134,1000003,1000014,search,2025-02-07 08:49:14.535012,mobile,session_68849,2025-02-07 08:49:14.535012
1000135,1000003,1000033,view,2025-02-07 08:50:14.535012,mobile,session_68849,2025-02-07 08:50:14.535012
1000136,1000003,1000006,cart_add,2025-02-07 08:52:14.535012,mobile,session_68849,2025-02-07 08:52:14.535012
1000137,1000003,1000030,view,2025-02-07 08:55:14.535012,mobile,session_68849,2025-02-07 08:55:14.535012
1000138,1000003,1000018,cart_add,2025-02-07 08:57:14.535012,mobile,session_68849,2025-02-07 08:57:14.535012
1000139,1000003,1000022,search,2025-02-07 12:40:14.535012,mobile,session_78013,2025-02-07 12:40:14.535012
1000140,1000003,1000001,view,2025-02-07 12:42:14.535012,mobile,session_78013,2025-02-07 12:42:14.535012
1000141,1000003,1000017,cart_add,2025-02-07 12:43:14.535012,mobile,session_78013,2025-02-07 12:43:14.535012
1000142,1000003,1000050,view,2025-02-19 09:34:14.535012,mobile,session_70694,2025-02-19 09:34:14.535012
1000143,1000003,1000013,view,2025-02-19 09:36:14.535012,mobile,session_70694,2025-02-19 09:36:14.535012
1000144,1000003,1000048,view,2025-02-19 09:38:14.535012,mobile,session_70694,2025-02-19 09:38:14.535012
1000145,1000003,1000006,view,2025-02-19 09:41:14.535012,mobile,session_70694,2025-02-19 09:41:14.535012
1000146,1000003,1000027,view,2025-02-19 09:42:14.535012,mobile,session_70694,2025-02-19 09:42:14.535012
1000147,1000004,1000005,view,2025-02-15 18:23:14.535012,mobile,session_66344,2025-02-15 18:23:14.535012
1000148,1000004,1000034,view,2025-02-15 18:25:14.535012,mobile,session_66344,2025-02-15 18:25:14.535012
1000149,1000004,1000011,view,2025-02-15 18:26:14.535012,mobile,session_66344,2025-02-15 18:26:14.535012
1000150,1000004,1000002,view,2025-02-15 18:29:14.535012,mobile,session_66344,2025-02-15 18:29:14.535012
1000151,1000004,1000036,view,2025-02-15 18:32:14.535012,mobile,session_66344,2025-02-15 18:32:14.535012
1000152,1000004,1000024,view,2025-02-15 18:33:14.535012,mobile,session_66344,2025-02-15 18:33:14.535012
1000153,1000004,1000014,search,2025-02-15 18:35:14.535012,mobile,session_66344,2025-02-15 18:35:14.535012
1000154,1000004,1000037,view,2025-02-15 18:38:14.535012,mobile,session_66344,2025-02-15 18:38:14.535012
1000155,1000004,1000016,view,2025-02-19 16:30:14.535012,tablet,session_36867,2025-02-19 16:30:14.535012
1000156,1000004,1000034,search,2025-02-19 16:33:14.535012,tablet,session_36867,2025-02-19 16:33:14.535012
1000157,1000004,1000008,view,2025-02-19 16:35:14.535012,tablet,session_36867,2025-02-19 16:35:14.535012
1000158,1000004,1000040,view,2025-02-19 16:36:14.535012,tablet,session_36867,2025-02-19 16:36:14.535012
1000159,1000004,1000048,search,2025-02-19 16:39:14.535012,tablet,session_36867,2025-02-19 16:39:14.535012
1000160,1000004,1000041,view,2025-02-20 15:19:14.535012,mobile,session_18466,2025-02-20 15:19:14.535012
1000161,1000004,1000041,view,2025-02-20 15:22:14.535012,mobile,session_18466,2025-02-20 15:22:14.535012
1000162,1000004,1000012,cart_add,2025-02-20 15:24:14.535012,mobile,session_18466,2025-02-20 15:24:14.535012
1000163,1000004,1000017,purchase,2025-02-20 15:26:14.535012,mobile,session_18466,2025-02-20 15:26:14.535012
1000164,1000004,1000013,search,2025-02-20 15:30:14.535012,mobile,session_18466,2025-02-20 15:30:14.535012
1000165,1000004,1000003,view,2025-02-20 15:32:14.535012,mobile,session_18466,2025-02-20 15:32:14.535012
1000166,1000004,1000031,cart_add,2025-02-20 15:33:14.535012,mobile,session_18466,2025-02-20 15:33:14.535012
1000167,1000004,1000042,search,2025-02-20 15:36:14.535012,mobile,session_18466,2025-02-20 15:36:14.535012
1000168,1000004,1000011,view,2025-02-20 15:37:14.535012,mobile,session_18466,2025-02-20 15:37:14.535012
1000169,1000004,1000041,view,2025-02-11 13:56:14.535012,mobile,session_55984,2025-02-11 13:56:14.535012
1000170,1000004,1000021,view,2025-02-11 13:58:14.535012,mobile,session_55984,2025-02-11 13:58:14.535012
1000171,1000004,1000006,view,2025-02-11 13:59:14.535012,mobile,session_55984,2025-02-11 13:59:14.535012
1000172,1000004,1000013,view,2025-02-11 14:01:14.535012,mobile,session_55984,2025-02-11 14:01:14.535012
1000173,1000004,1000041,view,2025-02-11 14:03:14.535012,mobile,session_55984,2025-02-11 14:03:14.535012
1000174,1000004,1000024,view,2025-02-22 20:20:14.535012,mobile,session_27637,2025-02-22 20:20:14.535012
1000175,1000004,1000027,view,2025-02-22 20:23:14.535012,mobile,session_27637,2025-02-22 20:23:14.535012
1000176,1000004,1000020,view,2025-02-22 20:26:14.535012,mobile,session_27637,2025-02-22 20:26:14.535012
1000177,1000004,1000043,view,2025-02-22 20:27:14.535012,mobile,session_27637,2025-02-22 20:27:14.535012
1000178,1000004,1000023,view,2025-02-22 20:28:14.535012,mobile,session_27637,2025-02-22 20:28:14.535012
1000179,1000004,1000020,cart_add,2025-02-22 20:30:14.535012,mobile,session_27637,2025-02-22 20:30:14.535012
1000180,1000004,1000010,view,2025-02-10 04:52:14.535012,tablet,session_31631,2025-02-10 04:52:14.535012
1000181,1000004,1000027,view,2025-02-10 04:55:14.535012,tablet,session_31631,2025-02-10 04:55:14.535012
1000182,1000004,1000009,view,2025-02-10 04:58:14.535012,tablet,session_31631,2025-02-10 04:58:14.535012
1000183,1000004,1000049,search,2025-02-10 05:01:14.535012,tablet,session_31631,2025-02-10 05:01:14.535012
1000184,1000004,1000034,view,2025-02-10 05:04:14.535012,tablet,session_31631,2025-02-10 05:04:14.535012
1000185,1000004,1000028,view,2025-02-10 05:05:14.535012,tablet,session_31631,2025-02-10 05:05:14.535012
1000186,1000004,1000047,view,2025-02-10 05:08:14.535012,tablet,session_31631,2025-02-10 05:08:14.535012
1000187,1000004,1000012,search,2025-02-08 16:48:14.535012,mobile,session_51380,2025-02-08 16:48:14.535012
1000188,1000004,1000013,view,2025-02-08 16:51:14.535012,mobile,session_51380,2025-02-08 16:51:14.535012
1000189,1000004,1000033,search,2025-02-09 17:40:14.535012,mobile,session_62973,2025-02-09 17:40:14.535012
1000190,1000004,1000037,view,2025-02-09 17:42:14.535012,mobile,session_62973,2025-02-09 17:42:14.535012
1000191,1000004,1000006,search,2025-02-06 13:34:14.535012,mobile,session_87074,2025-02-06 13:34:14.535012
1000192,1000004,1000010,view,2025-02-06 13:37:14.535012,mobile,session_87074,2025-02-06 13:37:14.535012
1000193,1000004,1000030,view,2025-02-06 13:40:14.535012,mobile,session_87074,2025-02-06 13:40:14.535012
1000194,1000004,1000004,view,2025-02-06 13:42:14.535012,mobile,session_87074,2025-02-06 13:42:14.535012
1000195,1000004,1000032,view,2025-02-06 13:45:14.535012,mobile,session_87074,2025-02-06 13:45:14.535012
1000196,1000004,1000009,search,2025-02-18 11:08:14.535012,mobile,session_29189,2025-02-18 11:08:14.535012
1000197,1000004,1000048,view,2025-02-18 11:11:14.535012,mobile,session_29189,2025-02-18 11:11:14.535012
1000198,1000004,1000017,view,2025-02-13 22:57:14.535012,mobile,session_68161,2025-02-13 22:57:14.535012
1000199,1000004,1000004,cart_add,2025-02-13 23:00:14.535012,mobile,session_68161,2025-02-13 23:00:14.535012
1000200,1000004,1000004,cart_remove,2025-02-13 23:03:14.535012,mobile,session_68161,2025-02-13 23:03:14.535012
1000201,1000004,1000022,search,2025-02-13 23:05:14.535012,mobile,session_68161,2025-02-13 23:05:14.535012
1000202,1000004,1000003,cart_add,2025-02-13 23:08:14.535012,mobile,session_68161,2025-02-13 23:08:14.535012
1000203,1000004,1000044,view,2025-02-13 23:10:14.535012,mobile,session_68161,2025-02-13 23:10:14.535012
1000204,1000005,1000025,search,2025-02-16 05:50:14.535012,mobile,session_16322,2025-02-16 05:50:14.535012
1000205,1000005,1000026,view,2025-02-16 05:52:14.535012,mobile,session_16322,2025-02-16 05:52:14.535012
1000206,1000005,1000006,view,2025-02-16 05:55:14.535012,mobile,session_16322,2025-02-16 05:55:14.535012
1000207,1000005,1000041,view,2025-02-16 05:56:14.535012,mobile,session_16322,2025-02-16 05:56:14.535012
1000208,1000005,1000046,view,2025-02-16 05:58:14.535012,mobile,session_16322,2025-02-16 05:58:14.535012
1000209,1000005,1000018,view,2025-02-16 06:00:14.535012,mobile,session_16322,2025-02-16 06:00:14.535012
1000210,1000005,1000034,search,2025-02-20 14:59:14.535012,mobile,session_34301,2025-02-20 14:59:14.535012
1000211,1000005,1000028,cart_add,2025-02-20 15:01:14.535012,mobile,session_34301,2025-02-20 15:01:14.535012
1000212,1000005,1000022,search,2025-02-20 15:06:14.535012,mobile,session_34301,2025-02-20 15:06:14.535012
1000213,1000005,1000014,view,2025-02-20 15:07:14.535012,mobile,session_34301,2025-02-20 15:07:14.535012
1000214,1000005,1000003,view,2025-02-20 15:09:14.535012,mobile,session_34301,2025-02-20 15:09:14.535012
1000215,1000005,1000022,view,2025-02-20 15:12:14.535012,mobile,session_34301,2025-02-20 15:12:14.535012
1000216,1000005,1000041,view,2025-02-20 15:36:14.535012,mobile,session_25113,2025-02-20 15:36:14.535012
1000217,1000005,1000022,view,2025-02-20 15:39:14.535012,mobile,session_25113,2025-02-20 15:39:14.535012
1000218,1000005,1000038,view,2025-02-20 15:42:14.535012,mobile,session_25113,2025-02-20 15:42:14.535012
1000219,1000005,1000050,view,2025-02-20 15:44:14.535012,mobile,session_25113,2025-02-20 15:44:14.535012
1000220,1000005,1000018,search,2025-02-17 14:12:14.535012,mobile,session_26719,2025-02-17 14:12:14.535012
1000221,1000005,1000041,view,2025-02-17 14:14:14.535012,mobile,session_26719,2025-02-17 14:14:14.535012
1000222,1000005,1000020,cart_add,2025-02-17 14:17:14.535012,mobile,session_26719,2025-02-17 14:17:14.535012
1000223,1000005,1000020,cart_remove,2025-02-17 14:20:14.535012,mobile,session_26719,2025-02-17 14:20:14.535012
1000224,1000005,1000021,search,2025-02-10 18:12:14.535012,mobile,session_21980,2025-02-10 18:12:14.535012
1000225,1000005,1000021,view,2025-02-10 18:15:14.535012,mobile,session_21980,2025-02-10 18:15:14.535012
1000226,1000005,1000003,view,2025-02-10 18:16:14.535012,mobile,session_21980,2025-02-10 18:16:14.535012
1000227,1000005,1000007,view,2025-02-10 18:18:14.535012,mobile,session_21980,2025-02-10 18:18:14.535012
1000228,1000005,1000018,view,2025-02-10 18:19:14.535012,mobile,session_21980,2025-02-10 18:19:14.535012
1000229,1000005,1000029,view,2025-02-10 18:20:14.535012,mobile,session_21980,2025-02-10 18:20:14.535012
1000230,1000005,1000032,search,2025-02-09 05:32:14.535012,mobile,session_99866,2025-02-09 05:32:14.535012
1000231,1000005,1000022,view,2025-02-09 05:35:14.535012,mobile,session_99866,2025-02-09 05:35:14.535012
1000232,1000005,1000016,view,2025-02-09 05:37:14.535012,mobile,session_99866,2025-02-09 05:37:14.535012
1000233,1000005,1000001,view,2025-02-09 05:40:14.535012,mobile,session_99866,2025-02-09 05:40:14.535012
1000234,1000005,1000042,view,2025-02-09 05:42:14.535012,mobile,session_99866,2025-02-09 05:42:14.535012
1000235,1000005,1000004,view,2025-02-09 05:44:14.535012,mobile,session_99866,2025-02-09 05:44:14.535012
1000236,1000005,1000018,view,2025-02-22 08:03:14.535012,tablet,session_26856,2025-02-22 08:03:14.535012
1000237,1000005,1000050,view,2025-02-22 08:06:14.535012,tablet,session_26856,2025-02-22 08:06:14.535012
1000238,1000005,1000009,view,2025-02-22 08:07:14.535012,tablet,session_26856,2025-02-22 08:07:14.535012
1000239,1000006,1000008,search,2025-02-19 18:02:14.535012,mobile,session_15575,2025-02-19 18:02:14.535012
1000240,1000006,1000001,view,2025-02-19 18:04:14.535012,mobile,session_15575,2025-02-19 18:04:14.535012
1000241,1000006,1000010,cart_add,2025-02-19 18:05:14.535012,mobile,session_15575,2025-02-19 18:05:14.535012
1000242,1000006,1000049,view,2025-02-19 18:07:14.535012,mobile,session_15575,2025-02-19 18:07:14.535012
1000243,1000006,1000044,cart_add,2025-02-19 18:09:14.535012,mobile,session_15575,2025-02-19 18:09:14.535012
1000244,1000006,1000015,view,2025-02-19 18:14:14.535012,mobile,session_15575,2025-02-19 18:14:14.535012
1000245,1000006,1000011,view,2025-02-19 18:15:14.535012,mobile,session_15575,2025-02-19 18:15:14.535012
1000246,1000006,1000040,view,2025-02-20 08:43:14.535012,desktop,session_68832,2025-02-20 08:43:14.535012
1000247,1000006,1000026,view,2025-02-20 08:44:14.535012,desktop,session_68832,2025-02-20 08:44:14.535012
1000248,1000006,1000010,view,2025-02-20 08:47:14.535012,desktop,session_68832,2025-02-20 08:47:14.535012
1000249,1000006,1000010,view,2025-02-20 08:49:14.535012,desktop,session_68832,2025-02-20 08:49:14.535012
1000250,1000006,1000012,view,2025-02-20 08:52:14.535012,desktop,session_68832,2025-02-20 08:52:14.535012
1000251,1000006,1000021,view,2025-02-22 05:12:14.535012,desktop,session_63923,2025-02-22 05:12:14.535012
