product_id,category_id,subcategory_id,product_name,description,base_price,sale_price,stock_quantity,weight_kg,is_active,created_at,brand,sku,rating,review_count
19,1,101,Gill and Sons State,"Key size success blue remember sometimes run. Affect church for.
Serve person field. Hand meet community scientist anything. Wear want quickly out of manager.",710.76,576.98,69,18.12,True,2023-01-03,"Rodriguez, Greene and Schmidt",SKU-77391,3.5,701
20,4,402,Good PLC Each,"Cover Mr company off address artist behavior. Challenge happy civil. Fast stuff direction every kid north community.
Manage key less early.",543.84,513.75,903,11.46,True,2023-01-26,"Bradley, French and Gibson",SKU-71993,4.6,209
21,1,101,Mills PLC Figure,"No policy Congress fear again employee memory. Us bill gas cause event space. Enough join view identify not. Able door increase.
Recognize suddenly class. In second line system write day include.",662.39,576.85,420,9.39,True,2023-01-22,Hunter-Cunningham,SKU-95649,5.0,115
22,1,104,Rivas Inc Describe,"Manage including religious. Often open between table. Church leg owner stuff anyone either sure.
Source hundred suggest offer let. Situation effort spend weight consider.",730.93,701.78,111,5.05,True,2023-01-15,Moore PLC,SKU-28373,3.8,297
23,4,402,"Rodriguez, Hayes and Brown Early","Affect strong agency. Management population compare manage they.
Begin of drive party. Truth cause majority age fire to my. Serve major once through data various between security.",875.74,713.8,827,17.24,True,2023-01-02,Cabrera-Mcintosh,SKU-95477,5.0,871
24,1,101,Robinson Inc Month,"Call hard miss stop less red. Quickly address right base job nearly treat.
High can message budget task. Happen part executive must per order issue.",927.1,899.05,170,8.19,True,2023-01-28,Barrera and Sons,SKU-62565,4.8,187
25,4,401,Chavez-Grant Become,"Leg agency adult final. Day street town example.
Say compare claim modern. Pick air conference direction answer experience. Increase street few relationship opportunity thank military address.",985.46,840.63,802,15.72,True,2023-01-23,Roberts PLC,SKU-82845,4.3,515
26,2,202,"Murillo, Palmer and Davis Perform",Green recognize me. Kind really professor evening. Section push down part least. Prove find around page fear democratic.,303.74,301.84,593,14.74,False,2023-01-11,"Lee, Klein and Johnson",SKU-17492,3.1,502
27,5,505,Davis Inc Despite,Protect data resource lose. Various along good similar share. Another sound can country authority. Explain blood one seek quality must little.,165.86,164.56,82,17.04,False,2023-01-03,"Cross, Torres and Morales",SKU-98501,4.7,428
28,1,105,Case-Hayes Go,"Young mouth room fear. Will happy attack.
News city gun environmental even choose result. System strategy often style back. Enjoy act you any everybody paper product.",253.75,233.17,634,1.73,True,2023-01-19,Rodriguez PLC,SKU-78522,3.6,289
29,2,203,Gibson-Armstrong Born,"Himself develop animal charge admit require music. Choose fund dog about help world. Rather week day score practice.
Own similar arm manager blue. Situation report Mrs.",246.3,216.54,687,12.95,True,2023-01-30,Valencia-Simpson,SKU-19508,3.0,649
30,5,501,"Yoder, Davis and Mendoza None","Western whether government work seek. Charge us though follow.
Customer make occur research lot old. Reason left into window guy support school despite. National service within.",82.53,69.54,271,2.74,True,2023-01-03,Garcia-Munoz,SKU-42018,3.7,180
31,4,405,Day LLC Product,"Kid call worry again news shake before policy. Model with necessary weight financial.
Drive wrong pattern work. Local maintain alone choice sit.",706.5,651.63,826,13.11,False,2023-01-27,"Wolfe, Hogan and Ferguson",SKU-82692,3.6,699
32,1,102,Chen Group Note,"Particularly area lay man enough big miss. Out wish course return country hour.
Choose three black paper task. Why we understand entire that arm.",271.82,265.83,760,11.11,True,2023-01-20,"White, Cole and Wright",SKU-37607,4.4,227
33,3,305,Parker PLC Body,"Today my expect one. Democratic memory mind place.
It pay someone new.
Letter official campaign rest store that. Through Democrat between even.",493.65,484.3,866,1.11,True,2023-01-27,"Martinez, Henderson and Johnson",SKU-46265,3.1,353
34,2,203,"Henry, Owens and Martinez Way","Which age early pressure. Successful she hard a against.
Room social mention whom force reason. Lot region friend north. Focus finally speak teach.",169.97,150.99,722,8.61,False,2023-01-03,Diaz PLC,SKU-29536,4.1,866
35,3,305,Bauer Group Arrive,Level let message television information west show. Order focus themselves word history give. Result part thus energy defense good audience trial.,557.0,493.48,42,6.23,True,2023-01-26,"Bass, Newman and Evans",SKU-15229,4.8,226
36,2,201,Bolton Group Shoulder,"Purpose could stay. Network kid house.
Draw today program. Drop appear medical spring dark which bit stop.
Room approach we lead either world management task. Rest high option fast chair.",360.14,328.44,895,8.19,True,2023-01-05,"Calhoun, Jones and Mcconnell",SKU-41029,4.7,1016
37,2,204,Melendez Ltd Management,"Analysis owner assume help wide cover save. Court every care for left control. Defense do nation name.
Money choice region subject. Red measure view read condition. Let trouble machine anyone born.",34.54,32.72,340,15.67,True,2023-01-22,"Lopez, Goodman and Vaughan",SKU-42527,3.5,820
38,1,104,Ortiz PLC Woman,"Discover team popular thing expert back. Authority wear family consider general.
Behavior fear individual floor.
Central general first sometimes exist conference. Thousand when marriage speak.",873.45,848.74,227,4.07,True,2023-01-12,Mcbride-Rich,SKU-50001,4.6,909
39,2,202,Holland and Sons Difficult,Read where herself never realize. Compare play perhaps bar game team both business. Picture worry some else.,33.43,28.03,336,5.64,False,2023-01-25,Sanchez LLC,SKU-46585,3.7,535
40,4,405,Johnson-Barnes Hope,"Surface benefit wide across talk keep several item. Worry place section research cover tough dream.
Bill rather item us beat fine. Deep single grow do increase design position.",337.84,272.14,898,19.41,True,2023-01-31,"Hernandez, Mitchell and Henderson",SKU-44795,3.1,620
41,4,403,Williams-Paul Into,Health until hard staff either later item month. Send decision brother who mother skin throw lawyer. Car degree your meeting party others.,731.26,630.88,620,19.69,True,2023-01-29,Bennett Ltd,SKU-85574,3.4,59
42,4,401,Carson Group Policy,"Watch full western option mission while become. Order begin question. Forget suddenly next soon factor music.
Decade dark within ahead class fire. Work any cold community leg top. Nor ok student.",524.72,504.42,703,14.42,True,2023-01-22,Martinez Ltd,SKU-35825,3.7,88
43,3,305,Owens-Myers Growth,"None impact page spring return.
Suddenly person first data. Southern position member black. Success dinner read physical born.
Unit throughout look buy exist student.",320.78,311.03,737,18.01,True,2023-01-22,"Martin, Martin and Fields",SKU-63528,3.7,731
44,3,305,Bush and Sons Bad,"Either research summer home. Manager cold position later write may. Event democratic represent say.
Stock region east open quality. Rise issue fund person enter year join.",136.01,120.25,962,7.64,True,2023-01-06,"Johnson, Chandler and Scott",SKU-90676,4.1,430
45,5,501,Morse PLC Participant,"Record then such year. Join nearly bed too. This whether test agent development.
For left point free court reflect.",310.84,261.74,804,11.64,True,2023-01-15,Pennington-Fuller,SKU-67905,3.9,229
46,5,504,Ho and Sons Focus,Instead common kind state concern system. Its newspaper indicate tell near attack require. Conference book decision expect enjoy father. Foreign such court line.,795.8,789.4,753,3.48,False,2023-01-17,Todd-Wolfe,SKU-97012,4.3,357
47,1,102,"Moon, Hughes and Cole Perhaps","Along dinner moment choice government offer baby. Sound campaign war who ever yourself.
Chance job responsibility term popular director big economic. Then mention often employee east.",676.07,571.23,203,3.03,False,2023-01-16,"Thompson, Moore and Harmon",SKU-90120,4.7,93
48,4,404,Lynch Inc Instead,Meet law phone hair bank. Make culture each various hold alone.,887.28,811.98,735,13.96,True,2023-01-08,King PLC,SKU-29342,4.3,13
49,1,104,Newton-Holmes Benefit,"Property nature heart positive. High simply however across sea. Institution home manage enjoy.
Ground small bag bag. Value matter consider.",226.65,217.77,712,10.41,False,2023-01-08,"Lam, Fuller and Hampton",SKU-25906,3.9,834
50,4,405,Phillips-Perry Think,"Green career party hot. Course relationship suggest pattern any campaign. Next lose on huge.
Money prove view way move. Kind data else.",988.01,908.07,972,15.13,True,2023-01-27,"Saunders, Anderson and Stevens",SKU-76162,3.9,942
51,5,504,"Meyers, Harris and Mccoy Artist","Present front site game take tax. Face brother around individual great happy. Language success policy.
Several crime benefit direction. Animal lawyer animal bring. Present far wide occur.",898.24,852.18,486,9.06,True,2023-01-27,Garrett-Schaefer,SKU-93579,3.6,809
52,5,504,Doyle PLC According,"Exist security amount simple kind increase.
How his million window physical. Sometimes exactly character civil. Many history capital reflect.",630.48,539.01,79,14.3,True,2023-01-11,Garrison LLC,SKU-51904,4.8,97
53,2,202,Winters-Nichols Her,Drug dinner pattern shake else stay. Today often walk pattern him. Course claim process make about stop. Raise night blue rock source night our.,238.95,224.32,723,4.36,True,2023-01-11,"Young, Miller and Smith",SKU-81121,3.9,77
54,2,204,Pearson PLC Skill,"Into would rather maintain.
Similar manager thousand they specific strategy. Find as bring law learn. Building beautiful opportunity be probably.",395.58,377.37,968,13.94,True,2023-01-25,"Hopkins, Hester and Griffith",SKU-85456,3.8,19
55,3,303,Rodriguez LLC Range,"Window present onto. Production boy best option event approach far fear.
More voice eight small group both street. Look heavy sell apply control mission.",755.94,733.78,976,16.73,True,2023-01-24,"Ruiz, Walters and Harris",SKU-81582,4.6,937
56,2,204,Davis Ltd As,"Performance law weight peace nature life organization start.
Evening seek agree address line operation. Stay south agree. Level expect west others court. Reality myself mean million spend drug.",227.23,201.59,29,7.84,True,2023-01-26,Johnson-Reyes,SKU-62994,4.4,878
57,4,402,Smith LLC However,"Special senior help business late great. Try moment organization. Full fire know fly soon day.
Away rise under nice star stay. Although doctor guess allow magazine.",980.91,889.52,928,7.94,True,2023-01-01,"Sanchez, Thomas and Davenport",SKU-21003,4.3,156
58,4,402,Davis PLC Often,"Send edge might set control play.
Pull they push. School ball general machine ask her thought. Plant order Congress dream.
City party white debate various no.",59.78,52.36,216,9.15,True,2023-01-29,"Bowman, Rivera and Barnes",SKU-59692,3.6,994
59,4,403,Powell-Smith Laugh,"Be five turn nice draw yes. Student under chance bar former. How billion who seat success wall you.
Money family through PM control. Despite total practice issue.",836.56,747.94,767,10.83,True,2023-01-12,Ward Inc,SKU-39389,4.3,815
60,1,101,"Weeks, Johnson and Leblanc Box",Stock should response study over local might. Simple instead statement occur seven through.,950.12,797.98,20,12.46,True,2023-01-16,Young LLC,SKU-97747,3.2,988
61,2,204,Brandt LLC Family,"Task along peace meeting. Politics bar true police. Artist hundred meeting public marriage may stock activity.
Enough learn quality nice ability cover each. Thing shake image wide.",702.47,669.72,171,12.16,True,2023-01-23,"Carter, Mendez and Kelly",SKU-25012,4.6,178
62,3,301,"Decker, Paul and Bender Stand","Final while heart bill end. Couple allow situation couple fly check.
Write gas realize question spring suffer research last.
Law affect take owner trial upon. Ok no first writer compare kind cell.",582.9,574.61,589,13.58,True,2023-01-13,Bennett-Lucero,SKU-35995,3.2,727
63,2,201,Larson and Sons Again,Big fund anyone wrong despite use. Amount off able animal education. Investment improve figure support watch.,700.22,602.41,700,12.05,True,2023-01-19,Carrillo and Sons,SKU-15383,3.7,453
64,3,301,Mcgee-Miller Enter,Use employee all. Bad natural evening responsibility during crime play consider.,510.9,443.59,869,8.46,True,2023-01-14,Hart Ltd,SKU-57472,4.3,859
65,4,402,"Garcia, Kelley and Butler Certainly",Good talk act. Change well part picture. Possible station job despite cause event.,441.13,417.65,988,13.04,True,2023-01-30,"Martinez, Brock and Smith",SKU-80539,4.5,485
66,4,405,Ferguson Ltd While,"Interview employee so perform worker. Attention camera stage personal fly who teach.
Chair age serious model. End speech watch important.",275.71,267.53,850,18.7,True,2023-01-15,"Underwood, Wells and Fox",SKU-41963,4.5,600
67,5,504,Williams and Sons Opportunity,National stuff policy scene despite open action. Case head soldier wait remain. Contain building inside major laugh someone.,343.03,308.34,332,3.72,True,2023-01-26,Perez-Mcdonald,SKU-43862,3.7,914
68,5,503,Reed Group Stay,"Performance law common Mr life. Box pattern down despite. Decide my wonder difference security several continue.
Social story with particular yeah success. If every three sing police bank to.",560.23,506.07,195,1.8,True,2023-01-16,Berry Ltd,SKU-82768,4.5,725
69,4,404,"Frederick, Smith and Harrison Wonder",Experience speak policy. Cup project agree south give notice accept. Deal inside direction whom interview organization either example.,453.69,364.52,301,4.51,True,2023-01-10,Bryant-Eaton,SKU-97026,4.2,498
70,5,505,Pugh-Petersen Few,"Raise true cover. Million social idea near trial follow great. Across sit turn surface sometimes. Watch return five race.
Box gas three more son.
Page cold trip newspaper when national assume.",350.32,350.08,563,6.68,True,2023-01-09,"Christian, Hammond and Mahoney",SKU-50189,3.5,137
71,2,203,Pace and Sons Nice,"During first trial control. Cost economy middle father real both.
Support option protect film commercial some. Start down answer. Animal billion air total budget.",128.36,116.44,780,13.83,True,2023-01-24,Douglas-Jones,SKU-73464,3.6,621
72,5,505,Brown-Kelly Fall,Machine certain six put around instead process. Shoulder news professor produce actually. Exist common drive consumer happy them. Mention full method one administration truth four.,290.17,237.97,198,6.0,True,2023-01-10,Soto-Wagner,SKU-11854,4.4,147
73,3,301,"Martin, Miller and Gill Day","Left former gas address art himself. Prove be tax off unit five tell rich. Structure sea our ready.
Assume mind skin marriage. Financial mention key nothing little affect.",974.55,887.5,714,18.89,True,2023-01-25,Phillips-Williams,SKU-74340,3.2,28
74,5,503,Henderson Ltd Onto,"Force plan stay evidence. Conference door big develop past half. Oil join magazine.
Tv white likely science. Use not prevent range speech use community fall. Back simply long office investment.",474.7,421.58,188,19.31,True,2023-01-28,Ramos Inc,SKU-72616,3.2,87
75,4,404,"Wilson, Cohen and Rodriguez Budget","Again across difference without affect subject. Suffer rich baby walk record price.
Available history alone dog. Relationship reduce generation its main major today husband.",83.34,77.16,54,3.12,True,2023-01-31,Jackson-Fowler,SKU-49824,3.2,271
76,1,105,"Montgomery, Heath and Trujillo Teach",North particularly firm tough nation concern follow bar. Successful call give show condition house.,766.8,706.42,809,12.41,True,2023-01-13,Lopez-Rubio,SKU-69049,4.8,315
77,5,504,"Cox, Gutierrez and Jordan Week","Continue what true late film after. Now democratic us water already their.
Rich increase far. Mention method meeting foreign. Process into civil her inside.",312.33,288.65,624,19.21,False,2023-01-25,Lawrence Group,SKU-37235,4.3,291
78,1,102,"Stone, Donovan and Douglas Conference","These sea memory many.
Decade hit free media Republican attention. Five along system drive talk.
Someone grow old. Entire indeed modern consumer catch.
When involve plan.",247.47,225.29,160,0.15,True,2023-01-20,"Lee, Davenport and Phillips",SKU-71592,3.6,250
79,3,303,Raymond LLC Low,"Prove cause what world himself seem. Turn however which walk pay leader energy great.
Dark they company choose tree training military. Card line board natural rest.",705.96,628.87,703,4.75,True,2023-01-26,"Davis, Velez and Evans",SKU-91927,4.2,844
80,2,204,Foster Inc Everyone,One place next lay just usually. Time agent why but. Local night college themselves policy need positive.,123.63,104.46,152,18.18,True,2023-01-03,Lyons Ltd,SKU-17816,3.3,329
81,5,505,Serrano Group Medical,"Industry event animal oil be. Plant company nice meet hour choice.
Traditional bank well doctor effect recently. Defense rise collection determine less yourself same. We Mrs school condition.",921.98,818.56,479,13.8,True,2023-01-31,Torres Inc,SKU-45683,4.0,523
82,4,401,"Martinez, Torres and Yang Probably","Sort book surface you research.
Control hit method. The model chance federal seem shoulder.
Across particularly my join. Life this site building sport. Research think off eye.",602.06,588.74,752,6.51,True,2023-01-03,Gibson-Schultz,SKU-40005,4.9,875
83,5,505,Tucker Inc Dinner,"Draw two threat relate foot nothing father. Keep popular different young difficult voice among. Mention price special.
Everything kind want collection.",951.28,951.2,688,16.45,True,2023-01-25,Graves LLC,SKU-32962,3.9,689
84,4,403,"Ward, Ryan and Perez Order","Figure believe west visit positive. Begin art beyond responsibility eye box hand.
Lose door car skill. Defense drop how off.
Contain work unit million ever trial. Easy feel imagine.",189.67,173.94,650,16.3,True,2023-01-16,Hickman LLC,SKU-55607,3.8,341
85,1,102,Smith Ltd Along,"Tv level physical activity. North type eye.
Director study even return. Deal impact health offer particularly term admit image. Claim sister animal staff.
Suggest price process material sign senior.",336.51,315.89,295,13.29,True,2023-01-25,"Velez, Williams and Patterson",SKU-82102,3.1,103
86,3,303,Lopez-Lee Know,"Month contain thousand may recent direction. Full exist prevent source federal.
Great paper Democrat business paper buy scene. Career threat stock we shake.",330.04,328.07,413,17.31,True,2023-01-01,Baker-Walker,SKU-96200,4.7,481
87,4,401,"Patrick, Lowe and Warner Your",Top either bring grow network win decision. Well six happy throughout black man past really. Or necessary ago often of interest.,195.71,170.73,774,10.02,True,2023-01-02,Levy and Sons,SKU-36680,3.5,152
88,3,304,Winters-Campbell Reveal,Best owner whatever. After military attention former professor ready tell. Manager rate exactly day course hot.,882.04,791.14,29,19.47,True,2023-01-08,Cox-Roberts,SKU-30758,3.6,32
89,5,504,Rivers PLC Whose,"Rule lose lead risk nice star.
Southern popular short hair. Place increase billion long anyone foreign relate. Nice world ground manager affect.",102.28,102.12,934,2.36,True,2023-01-21,Thompson Inc,SKU-30181,4.0,753
90,3,305,Ayala PLC Half,Age executive myself gun long. Analysis friend fund view. Bed meeting can financial major.,708.36,625.55,494,19.61,True,2023-01-18,"Garcia, Simon and Glenn",SKU-28958,3.8,964
91,5,505,Mccann-Torres Ball,"Agency name hot continue total drug government.
Quality relate hard name.
Best attack seek seven these memory. Individual size fill never look. Want public child race start.",748.83,619.51,71,5.6,True,2023-01-14,"Welch, Johnson and Mcknight",SKU-54548,4.9,536
92,3,301,Mullen Group Week,"Recognize school build rich. Few future owner time space. Economic I argue word series.
Heart doctor sound star which goal foreign nature. Plant certain really up face former deal.",290.01,249.33,601,11.64,True,2023-01-28,Mays-Brooks,SKU-29476,3.9,504
93,3,303,Gaines-Wang Great,"Within officer line conference successful. Should light view side game.
My bit generation energy charge third wall. Remain soldier finally them within generation.",556.4,505.59,466,18.66,True,2023-01-23,Wilson and Sons,SKU-41300,4.1,267
94,4,401,Figueroa Ltd Strong,"Person apply sure would wall. Off stop theory action both have own. Language sort toward.
Science but safe seem. Government recognize piece take authority until.",324.99,290.74,935,16.25,True,2023-01-22,Daniel LLC,SKU-95461,5.0,519
95,1,102,Heath Inc Agent,Information enter when week foot. Off appear lose nation beautiful. Quite treatment Mr teach report research.,507.27,465.69,890,2.1,True,2023-01-04,Hart and Sons,SKU-78937,4.8,33
96,2,204,Torres LLC Ago,"Court Democrat spring century.
Our should American space under table pass. Minute local either middle.
Bad floor low book American. Two just thousand see improve million.",872.22,866.98,76,9.44,True,2023-01-11,"Johnson, Hutchinson and Wagner",SKU-91691,4.4,680
97,1,103,Brown PLC Meet,"Republican left value today color rock likely. Score remember low bar.
Protect kind because player source physical. Our perhaps manage summer option painting. Skin else themselves service standard.",853.82,829.8,389,19.09,True,2023-01-29,"Powell, Warner and Wilson",SKU-73956,4.7,52
98,5,501,Gonzales Inc Test,Stock here thing various. End never shoulder themselves easy. Suffer know position whatever gas particularly.,242.42,227.12,294,19.95,True,2023-01-14,Young-Lyons,SKU-22903,4.5,737
99,1,104,Clarke-Martinez Into,"Line reason herself serve list. Raise nature major garden commercial natural.
Energy ground soldier whether. Main south not. Speech you television community important long spend.",174.7,150.22,29,1.02,True,2023-01-10,Johnson Ltd,SKU-56984,3.7,169
100,2,205,Buck-Herrera For,Major light type sign available. Like culture reveal themselves say first face situation. Cost sense personal down report actually reach.,417.93,391.33,184,3.48,False,2023-01-28,Hartman Ltd,SKU-60140,4.2,254
101,4,405,Garcia Ltd Lawyer,Least state so notice environment. Compare red about just animal scientist finally. Camera possible successful least Democrat agency film force. Study black image citizen figure six.,151.69,135.34,260,9.25,True,2023-01-29,"Thomas, Carter and Bowman",SKU-70981,4.8,706
102,5,502,Barton-Singh Guy,"Baby visit table. Authority life rule rate seem federal head. Affect loss use sort beyond glass.
Sense catch return agree in. Draw behind weight friend plan chair.",83.12,82.21,601,6.05,True,2023-01-23,Lamb-York,SKU-42780,3.9,318
103,2,204,Clark LLC Without,Picture test tend must lawyer black watch. Sea expect enter increase data effort across. Better research herself power question. How positive room name piece near enjoy.,854.8,702.08,390,11.48,True,2023-01-23,Williams-Hill,SKU-48696,3.0,871
104,4,403,"Gill, Thomas and Thomas Imagine","Democratic loss one these. Various car if cell course.
Show firm explain question. Hospital collection experience.",18.02,17.53,796,14.92,False,2023-01-20,Allen-Wagner,SKU-75107,4.7,938
105,3,302,Williams and Sons Choose,"Congress bad a approach live. Value herself create population feeling voice.
Feel himself while common far. Trouble mind full.",610.99,531.85,651,3.88,True,2023-01-25,"Gates, Bolton and Shannon",SKU-96400,4.4,155
106,1,101,Kim Group Move,"Without say card remain major manage green.
Design stuff work fight consumer. Sport their Democrat western son resource increase should.",315.84,280.52,593,7.36,True,2023-01-30,"Baker, Moore and Soto",SKU-48680,3.7,455
107,2,202,Wall-Haynes Difficult,"Why other evening mind and agreement fly. Expect somebody respond identify yeah.
How school week life. Medical doctor crime life. Culture large they case about yeah finish box.",140.84,127.86,994,7.38,True,2023-01-09,Rodriguez-Dominguez,SKU-31567,3.5,860
108,4,403,Davila-Lopez Their,"Recently plan daughter capital others kind ready. We myself responsibility work.
Clearly tax poor raise left raise open. Will American field finally.",749.09,650.02,117,9.42,False,2023-01-25,Long-Burns,SKU-39571,4.7,759
109,4,405,Delacruz and Sons Her,"Make thus action term pressure agency. Most mean hear shake last.
Get say break chair coach ready participant. Dog reveal but interesting by.
Model worry measure particularly too husband.",372.12,356.54,14,5.36,True,2023-01-12,"Vega, Jones and Walsh",SKU-98188,4.5,279
110,5,504,Rivera-Livingston Politics,"Off water west school. Despite expect get somebody yet a.
Wind country seat how information player. Agreement feel physical view against.
Thousand nor help stuff. Approach its seat animal democratic.",824.19,814.35,110,13.53,True,2023-01-20,Johnson-Williams,SKU-83584,3.7,637
111,2,201,"Morgan, Foley and Thomas Detail",Language what benefit. Performance culture prepare certain education natural series.,639.05,570.58,717,6.11,True,2023-01-05,"Guerra, Carroll and Nguyen",SKU-15943,4.9,335
112,4,401,"Reeves, Raymond and Hoover Visit","Add feel itself bank.
Mind chair measure claim other day nothing. Religious avoid similar blood. Man raise fish operation however marriage. Create space option parent people.",106.22,103.83,138,7.83,True,2023-01-31,"Wilson, Douglas and Hayes",SKU-80804,3.8,781
113,2,204,Allen-Lin Amount,Under rate boy positive risk long challenge. Challenge see under third. Live floor east. Federal to war fight establish these.,658.37,636.47,630,8.22,True,2023-01-02,"Silva, Buckley and Hodges",SKU-58566,3.4,471
114,2,203,Brown-Rodriguez Father,"Across personal trial few. Policy decide forget its whether. Company season trade contain available.
Maintain across live reveal ever research. Do right whole allow.",108.36,101.55,557,18.04,True,2023-01-02,"Barnes, Lee and Bradshaw",SKU-62184,3.6,1005
115,1,104,Hurst Ltd Experience,"Western whom themselves rather. Month speech decide under.
Property until friend test support. Animal region all record sort read.
Theory difference sing lawyer read organization.",100.76,84.88,654,11.98,False,2023-01-26,Lewis PLC,SKU-53713,3.5,151
116,5,502,Pierce-Hebert Must,"Concern six without. Almost development energy chance prevent.
Suffer news ahead agency. He sense white wind room those.
Particular miss activity community work. Cup table ground save those law.",77.92,74.26,212,11.77,True,2023-01-08,Chapman Ltd,SKU-53064,4.5,822
117,5,501,Shepherd-Brown Determine,"Shoulder treatment many view then dark. Pressure alone west. Less explain better explain my us.
Early national best foreign finally. Chance quite arm present. Heart certainly somebody himself.",284.5,283.59,133,10.85,True,2023-01-04,Schwartz-Weaver,SKU-96646,4.7,148
118,1,103,Bonilla-Hopkins Spring,"Total current this. Industry lawyer interest people national country bring.
Someone factor red since soon outside. Tough population create red. Lay who to soldier economy right discussion.",792.08,671.36,331,0.41,True,2023-01-05,Tyler-Johnson,SKU-65176,4.1,779
119,1,104,Underwood-Riddle Poor,"Condition next meeting himself official. Market recently along.
Lead team office live short perform enjoy official.
Must participant growth walk. And impact deal operation seat win interest baby.",453.79,395.89,607,2.27,True,2023-01-31,Henderson-Brown,SKU-90623,3.1,816
120,5,503,Meyer and Sons Tonight,"Produce safe office reflect and personal. Mission will war film stay.
Window bill choice politics nearly.
Good phone factor outside pay of than move.",463.46,460.13,62,19.97,True,2023-01-14,Jones Inc,SKU-99928,3.2,743
