review_id,product_id,order_id,customer_id,review_score,review_text,review_date,helpful_votes,verified_purchase,created_at
56,138,25,6,2,Disappointed with this Nunez-Baker  Basketball Resistance Bands. limited use.,2024-06-21,1,True,2024-06-21
57,473,25,6,3,"Decent Bentley-Webb Elite Shelf Unit Designer. Missing features, but difficult to assemble.",2024-06-25,2,True,2024-06-25
58,642,26,6,5,looks elegant. Worth every penny!,2023-11-26,1,True,2023-11-26
59,473,26,6,3,"Decent Bentley-Webb Elite Shelf Unit Designer. Complicated to use, but looks cheap.",2023-11-30,0,True,2023-11-30
60,840,26,6,4,great value. Worth every penny!,2023-11-25,3,True,2023-11-25
61,438,26,6,4,great value. Worth every penny!,2023-11-25,3,True,2023-11-25
62,328,27,6,3,"Great customer service, however wears off quickly.",2024-01-15,1,True,2024-01-15
63,38,27,6,2,Not worth the price. no visible results.,2024-01-16,1,True,2024-01-16
64,679,27,6,5,"Great Moore, Horn and Dyer  Shampoo with Aloe Vera! great texture. Highly recommend!",2024-01-17,3,True,2024-01-17
65,343,28,7,5,Excellent quality Johnson-Garcia  Contemporary Pot Set. easy to assemble.,2024-01-17,3,True,2024-01-17
66,229,28,7,4,Excellent quality Cooper-Tanner Pro Pillow Designer. high-quality materials.,2024-01-15,3,True,2024-01-15
67,84,29,7,4,Excellent quality Riley Ltd Elite Tank Top Elite. comfortable during workouts.,2023-11-26,1,True,2023-11-26
68,77,29,7,2,Poor quality Rosario-Bell Premium Linen Cardigan. material feels cheap.,2023-11-23,2,True,2023-11-23
69,673,29,7,4,"Best Wright, Clark and Sweeney  Resistance Bands Flex I've bought. moisture-wicking.",2023-11-25,3,True,2023-11-25
70,517,29,7,4,Excellent quality Murphy-Wright Premium Smartphone Series 4. build quality is premium.,2023-11-26,3,True,2023-11-26
71,485,29,7,4,"Excellent quality Brennan, Wallace and Blanchard  5G Phone Series 4. battery life is impressive.",2023-11-23,0,True,2023-11-23
72,225,32,7,5,Really happy with this purchase. material is high quality and stitching is excellent.,2024-11-25,3,True,2024-11-25
73,285,32,7,5,Really happy with this purchase. fits perfectly and stitching is excellent.,2024-11-25,1,True,2024-11-25
74,616,33,7,5,Really happy with this purchase. noticeable results and great texture.,2024-04-10,2,True,2024-04-10
75,823,33,7,5,"Excellent quality Lee, Harding and Campbell Pro Cologne with Hyaluronic Acid. great texture.",2024-04-10,3,True,2024-04-10
76,203,33,7,4,"Excellent quality Jackson, Fisher and Long Premium Nourishing Serum. pleasant fragrance.",2024-04-09,4,True,2024-04-09
77,808,33,7,5,Really happy with this purchase. gentle on skin and noticeable results.,2024-04-10,3,True,2024-04-10
78,850,34,8,4,Great Flowers LLC Pro Screen Protector Series 9! interface is intuitive. Highly recommend!,2024-11-19,1,True,2024-11-19
79,784,34,8,5,Great Parks Ltd Premium Screen Protector Series 1! battery life is impressive. Highly recommend!,2024-11-18,1,True,2024-11-18
80,847,34,8,5,"Best Hogan, Stewart and Novak Premium Foldable Phone Series 9 I've bought. battery life is impressive.",2024-11-15,4,True,2024-11-15
81,689,34,8,5,Great Valdez Inc Pro Smartwatch (Lite)! features are well-thought-out. Highly recommend!,2024-11-14,4,True,2024-11-14
82,934,38,8,5,Excellent quality Simmons-Chambers Pro Wall Art Designer. perfect size.,2024-09-05,2,True,2024-09-05
83,706,39,9,4,Great Kennedy LLC Elite Rustic Box Set! looks elegant. Highly recommend!,2024-08-06,2,True,2024-08-06
84,234,39,9,4,Best Massey-Bryant Premium Formal T-Shirt I've bought. color is vibrant.,2024-07-24,2,True,2024-07-24
85,368,39,9,4,Excellent quality Long Group Elite Workstation Series 4. setup was straightforward.,2024-07-27,5,True,2024-07-27
86,695,39,9,1,Had issues with strong chemical smell.,2024-07-26,4,True,2024-07-26
87,857,40,9,4,Best Bentley-Webb Elite Cleanser Sensitive I've bought. long-lasting.,2024-07-20,3,True,2024-07-20
88,383,43,10,5,Excellent quality Massey-Bryant Premium Conditioner Sensitive. noticeable results.,2025-01-31,4,True,2025-01-31
89,561,43,10,4,"Best Ross, Valdez and Cabrera Premium Blush Sensitive I've bought. absorbs quickly.",2025-01-30,2,True,2025-01-30
90,501,44,11,4,interface is intuitive. Worth every penny!,2025-01-23,0,True,2025-01-23
91,839,45,11,4,Really happy with this purchase. comfortable to wear and fits perfectly.,2024-12-16,0,True,2024-12-16
92,396,45,11,2,"Disappointed with this Ibarra, Bradley and Wilson  Leggings Competition. limited use.",2024-12-13,3,True,2024-12-13
93,561,47,11,5,Really happy with this purchase. pleasant fragrance and great texture.,2024-11-11,0,True,2024-11-11
94,960,47,11,3,"Not bad, but not great. Standard quality.",2024-11-13,0,True,2024-11-13
95,395,50,12,4,"Best Hunt, Miles and Andrews  Training Camping Stove I've bought. comfortable during workouts.",2024-08-12,2,True,2024-08-12
96,700,50,12,2,Had issues with limited use.,2024-08-11,2,True,2024-08-11
97,29,50,12,5,Best Rojas and Sons Premium Cleats Competition I've bought. excellent grip.,2024-08-12,0,True,2024-08-12
98,484,51,12,5,Great Hunter Ltd Elite Cotton Wallet! style is trendy. Highly recommend!,2023-10-05,2,True,2023-10-05
99,858,51,12,3,"Missing features, however stitching came loose.",2023-10-09,1,True,2023-10-09
100,880,51,12,1,Had issues with uncomfortable to wear.,2023-10-07,1,True,2023-10-07
101,609,51,12,4,comfortable to wear. Worth every penny!,2023-10-05,1,True,2023-10-05
102,779,51,12,3,Average Dixon-Chavez Premium Vintage Hoodie. Could be better.,2023-10-06,0,True,2023-10-06
103,88,51,12,3,"Missing features, however color faded after washing.",2023-10-05,1,True,2023-10-05
104,72,53,12,5,interface is intuitive. Worth every penny!,2024-08-01,2,True,2024-08-01
105,51,53,12,5,Great Riley Ltd Elite Elite Foldable Phone! performance is lightning fast. Highly recommend!,2024-08-02,2,True,2024-08-02
106,709,53,12,5,Excellent quality Bentley-Estrada  Laptop (Pro). battery life is impressive.,2024-08-01,3,True,2024-08-01
107,17,54,13,4,Best Rice-Chen Pro Purifying Hair Dryer I've bought. pleasant fragrance.,2024-10-27,1,True,2024-10-27
108,558,54,13,4,Really happy with this purchase. absorbs quickly and pleasant fragrance.,2024-10-25,2,True,2024-10-25
109,434,55,13,5,Really happy with this purchase. features are well-thought-out and build quality is premium.,2025-01-30,2,True,2025-01-30
110,503,55,13,3,Average Foster Inc Premium Laptop Series 8. Fair for the price.,2025-01-30,1,True,2025-01-30
111,371,55,13,4,Great Aguirre-Jones Elite Fitness Tracker Series 2! performance is lightning fast. Highly recommend!,2025-01-28,2,True,2025-01-28
112,36,56,13,3,Good enough for the price. Meets basic expectations.,2023-07-14,2,True,2023-07-14
113,513,56,13,5,Excellent quality Green Inc Premium Brush Set Natural. long-lasting.,2023-07-15,1,True,2023-07-15
114,198,56,13,4,Great Hampton-Gill  Brightening Foundation! noticeable results. Highly recommend!,2023-07-16,3,True,2023-07-16
115,274,58,13,4,"Excellent quality Aguilar, Foster and Harding Elite Basketball Hiking Boots. lightweight.",2024-07-10,3,True,2024-07-10
116,701,58,13,5,"Great Oconnor, Yang and White Elite T-Shirt Tech! lightweight. Highly recommend!",2024-07-11,3,True,2024-07-11
117,926,58,13,4,Excellent quality Rosario-Bell Premium Training Sleeping Bag. durable construction.,2024-07-11,1,True,2024-07-11
118,625,58,13,2,Disappointed with this Malone LLC Elite Hiking Boots Tech. gets sweaty.,2024-07-10,2,True,2024-07-10
119,409,59,13,5,"Best Nichols, Diaz and Ortega  Basketball Treadmill I've bought. moisture-wicking.",2024-06-11,0,True,2024-06-11
120,112,59,13,4,Great Rice-Chen Pro Fitness Tracker Amateur! moisture-wicking. Highly recommend!,2024-06-07,6,True,2024-06-07
121,274,59,13,4,"Great Aguilar, Foster and Harding Elite Basketball Hiking Boots! comfortable during workouts. Highly recommend!",2024-06-13,1,True,2024-06-13
122,354,60,13,1,Not worth the price. sizing runs small.,2023-09-04,2,True,2023-09-04
123,869,62,14,3,Good enough for the price. Meets basic expectations.,2024-09-09,0,True,2024-09-09
124,887,62,14,5,Great Martin-Thomas  SE Laptop! setup was straightforward. Highly recommend!,2024-09-06,2,True,2024-09-06
125,507,62,14,5,"Great Peterson, Lucas and Oliver Pro Health Monitor Series 4! interface is intuitive. Highly recommend!",2024-10-02,1,True,2024-10-02
126,659,63,14,3,"Perfect fit, however poor grip.",2024-10-29,2,True,2024-10-29
127,243,63,14,4,Great Murphy-Wright Premium Sleeping Bag Elite! durable construction. Highly recommend!,2024-10-25,3,True,2024-10-25
128,423,63,14,5,"Excellent quality Blackwell, Collins and Marshall Premium Shorts Pro. comfortable during workouts.",2024-10-25,1,True,2024-10-25
129,139,64,14,3,"Not bad, but not great. Meets basic expectations.",2025-01-02,2,True,2025-01-02
130,341,66,14,3,Good enough for the price. Fair for the price.,2024-09-13,2,True,2024-09-13
131,18,68,14,5,"Great Jackson, Fisher and Long Premium Nourishing Shampoo! noticeable results. Highly recommend!",2024-11-22,1,True,2024-11-22
132,165,68,14,3,"Decent Smith-Wagner  Cologne with Aloe Vera. Overpriced, but feels greasy.",2024-11-18,1,True,2024-11-18
133,291,69,15,5,"Best Hunt, Miles and Andrews  Pro Workstation I've bought. features are well-thought-out.",2024-11-29,2,True,2024-11-29
134,404,69,15,3,"Decent Williamson, Ellison and Baird Premium Ultra 5G Phone. Great customer service, but missing basic features.",2024-11-28,1,True,2024-11-28
135,62,74,16,3,Good enough for the price. Standard quality.,2024-07-18,1,True,2024-07-18
136,513,75,16,4,Excellent quality Green Inc Premium Brush Set Natural. absorbs quickly.,2024-10-20,2,True,2024-10-20
137,648,75,16,1,Had issues with texture is unpleasant.,2024-10-16,4,True,2024-10-16
138,550,75,16,2,Had issues with feels greasy.,2024-10-16,1,True,2024-10-16
139,959,75,16,5,"Great Galvan, Coffey and Washington  Moisturizer Natural! pleasant fragrance. Highly recommend!",2024-10-15,0,True,2024-10-15
140,5,76,16,5,interface is intuitive. Worth every penny!,2023-10-13,2,True,2023-10-13
141,972,76,16,1,Not worth the price. color faded after washing.,2023-10-13,0,True,2023-10-13
142,257,76,16,5,very durable. Worth every penny!,2023-10-11,1,True,2023-10-11
143,591,80,18,4,"Great Sandoval, Cook and Luna  Air Drawing Tablet! setup was straightforward. Highly recommend!",2024-10-10,4,True,2024-10-10
144,778,80,18,5,Best Wise and Sons Premium X Laptop I've bought. battery life is impressive.,2024-11-05,0,True,2024-11-05
145,737,82,18,5,"Excellent quality Rodriguez, Reyes and Price Pro Casual Wallet. color is vibrant.",2024-11-30,0,True,2024-11-30
146,505,82,18,3,"Missing features, however sizing runs small.",2024-11-17,2,True,2024-11-17
147,596,84,19,5,Great Graham Inc  Table Cotton! high-quality materials. Highly recommend!,2024-10-20,0,True,2024-10-20
148,820,84,19,3,"Incredible value, however materials feel flimsy.",2024-10-19,1,True,2024-10-19
149,547,84,19,4,Great Palmer and Sons  Minimalist Box Set! perfect size. Highly recommend!,2024-11-01,2,True,2024-11-01
150,833,84,19,5,Excellent quality Pierce Ltd Elite Shelf Unit Ceramic. perfect size.,2024-10-21,4,True,2024-10-21
151,781,84,19,2,Wouldn't recommend. too big/small.,2024-10-22,2,True,2024-10-22
152,501,85,20,5,battery life is impressive. Worth every penny!,2024-12-08,3,True,2024-12-08
153,128,85,20,5,performance is lightning fast. Worth every penny!,2024-12-06,1,True,2024-12-06
154,564,85,20,5,Really happy with this purchase. build quality is premium and interface is intuitive.,2024-12-07,3,True,2024-12-07
155,84,90,20,4,Really happy with this purchase. comfortable during workouts and moisture-wicking.,2024-08-29,0,True,2024-08-29
156,762,91,21,3,"Excellent build quality, however too heavy.",2023-08-10,0,True,2023-08-10
157,563,91,21,4,durable construction. Worth every penny!,2023-08-13,1,True,2023-08-13
158,317,94,22,5,"Best Decker, Smith and Sanchez Elite Silk Cardigan I've bought. color is vibrant.",2025-01-25,3,True,2025-01-25
159,398,94,22,5,Great King-Moore Pro Smart Band (Premium)! battery life is impressive. Highly recommend!,2025-01-28,1,True,2025-01-28
160,324,94,22,4,Really happy with this purchase. moisture-wicking and comfortable during workouts.,2025-01-30,0,True,2025-01-30
161,565,94,22,1,Had issues with caused irritation.,2025-01-26,3,True,2025-01-26
162,319,96,22,4,"Great Jackson, Fisher and Long Premium Running Training Shoes! lightweight. Highly recommend!",2024-12-17,2,True,2024-12-17
163,969,96,22,4,"Excellent quality Meza, Parker and Mcintosh Elite Sports Bag Pro. durable construction.",2024-11-29,1,True,2024-11-29
164,181,96,22,4,setup was straightforward. Worth every penny!,2024-11-27,3,True,2024-11-27
165,569,96,22,5,fits perfectly. Worth every penny!,2024-11-27,2,True,2024-11-27
166,540,98,22,4,Really happy with this purchase. easy to assemble and very durable.,2024-09-23,3,True,2024-09-23
167,280,98,22,5,looks elegant. Worth every penny!,2024-09-24,5,True,2024-09-24
168,441,101,23,3,Good enough for the price. Could be better.,2024-04-05,0,True,2024-04-05
169,771,101,23,3,"Average Davis, Bishop and Morrison Elite Sofa Bamboo. Fair for the price.",2024-04-02,0,True,2024-04-02
170,883,101,23,1,Wouldn't recommend. caused irritation.,2024-03-31,1,True,2024-03-31
171,944,102,24,3,"Not bad, but not great. Could be better.",2025-01-10,1,True,2025-01-10
172,581,102,24,5,looks elegant. Worth every penny!,2025-01-10,5,True,2025-01-10
173,257,102,24,4,Really happy with this purchase. high-quality materials and high-quality materials.,2025-01-12,1,True,2025-01-12
174,441,102,24,5,"Best Bishop, Sloan and Andrews Premium Minimalist Bed I've bought. perfect size.",2025-01-11,0,True,2025-01-11
175,817,102,24,5,Excellent quality Martin-Thomas  Modern Sheet Set. very durable.,2025-01-09,3,True,2025-01-09
176,152,103,24,1,Wouldn't recommend. too big/small.,2024-10-30,3,True,2024-10-30
177,144,103,24,5,Really happy with this purchase. perfect size and easy to assemble.,2024-11-12,0,True,2024-11-12
178,174,104,24,5,Best Campbell-Perry  Tablet (Plus) I've bought. interface is intuitive.,2024-12-08,2,True,2024-12-08
179,756,106,24,4,"Excellent quality Montes, Lozano and James Premium 5G Phone (Max). build quality is premium.",2024-12-13,4,True,2024-12-13
180,368,106,24,4,Best Long Group Elite Workstation Series 4 I've bought. interface is intuitive.,2024-11-30,3,True,2024-11-30
181,598,107,24,4,long-lasting. Worth every penny!,2024-12-22,1,True,2024-12-22
182,102,107,24,5,Great Campbell-Perry  Resistance Bands Amateur! lightweight. Highly recommend!,2024-12-19,1,True,2024-12-19
183,953,107,24,4,Really happy with this purchase. very durable and perfect size.,2024-12-19,2,True,2024-12-19
184,481,107,24,4,"Excellent quality Perkins, Perkins and Miller  Eau de Toilette Professional. noticeable results.",2024-12-22,4,True,2024-12-22
185,839,108,24,3,Average Allen-Johnson  Sport Belt. Meets basic expectations.,2024-11-20,0,True,2024-11-20
186,724,108,24,5,"Best Meza, Parker and Mcintosh Elite Casual Pajamas I've bought. fits perfectly.",2024-11-20,1,True,2024-11-20
187,153,108,24,3,"Not bad, but not great. Meets basic expectations.",2024-11-23,2,True,2024-11-23
188,623,108,24,2,Poor quality Evans LLC Premium Casual Belt. uncomfortable to wear.,2024-12-03,4,True,2024-12-03
189,143,108,24,5,"Best Ibarra, Bradley and Wilson  Leather Loafers I've bought. comfortable to wear.",2024-11-21,0,True,2024-11-21
190,29,109,24,5,Excellent quality Rojas and Sons Premium Cleats Competition. lightweight.,2024-12-21,1,True,2024-12-21
191,46,109,24,3,Average Colon PLC Elite Training Fitness Tracker. Fair for the price.,2024-12-20,0,True,2024-12-20
192,482,109,24,3,"Perfect fit, however limited use.",2024-12-20,1,True,2024-12-20
193,471,111,24,4,"Best Blackwell, Collins and Marshall Premium Anti-aging Conditioner I've bought. noticeable results.",2024-11-22,2,True,2024-11-22
194,539,111,24,4,Great Martin-Morales Premium Anti-aging Eyeshadow! gentle on skin. Highly recommend!,2024-11-17,1,True,2024-11-17
195,917,111,24,5,Really happy with this purchase. great texture and noticeable results.,2024-11-20,1,True,2024-11-20
196,766,111,24,4,"Great Rodriguez, Reyes and Price Pro Hydrating Hair Dryer! absorbs quickly. Highly recommend!",2024-11-17,1,True,2024-11-17
197,464,112,24,4,high-quality materials. Worth every penny!,2025-01-16,0,True,2025-01-16
198,192,113,24,4,"Excellent quality Deleon, Schmidt and Mahoney Elite Tank Top Professional. moisture-wicking.",2024-11-07,2,True,2024-11-07
199,365,113,24,4,excellent grip. Worth every penny!,2024-11-05,2,True,2024-11-05
200,265,114,24,1,Not worth the price. sizing runs small.,2025-01-22,4,True,2025-01-22
201,665,114,24,2,Not worth the price. style looks dated.,2025-01-21,0,True,2025-01-21
202,532,115,24,4,Excellent quality Warner Ltd  Denim Sandals. stitching is excellent.,2025-01-27,3,True,2025-01-27
203,30,115,24,2,Wouldn't recommend. color faded after washing.,2025-01-27,1,True,2025-01-27
204,176,117,25,4,Best Palmer and Sons  Pan Designer I've bought. great value.,2024-08-15,2,True,2024-08-15
205,176,117,25,5,easy to assemble. Worth every penny!,2024-08-18,1,True,2024-08-18
206,257,117,25,4,Really happy with this purchase. easy to assemble and high-quality materials.,2024-08-19,3,True,2024-08-19
207,324,118,25,4,Great Harrison-Rogers  Resistance Bands Amateur! excellent grip. Highly recommend!,2024-08-19,4,True,2024-08-19
208,949,118,25,4,Really happy with this purchase. lightweight and comfortable during workouts.,2024-08-22,0,True,2024-08-22
209,112,118,25,5,Excellent quality Rice-Chen Pro Fitness Tracker Amateur. lightweight.,2024-09-16,1,True,2024-09-16
210,166,118,25,3,"Short battery life, however poor grip.",2024-08-19,0,True,2024-08-19
211,37,120,25,4,Great Hudson PLC Pro Jacket in Navy! color is vibrant. Highly recommend!,2024-10-14,2,True,2024-10-14
212,942,121,25,3,Good enough for the price. Standard quality.,2024-12-12,1,True,2024-12-12
213,745,121,25,5,performance is lightning fast. Worth every penny!,2024-12-13,1,True,2024-12-13
214,606,121,25,5,"Great Ibarra, Bradley and Wilson  Rustic Pillow! easy to assemble. Highly recommend!",2024-12-25,0,True,2024-12-25
215,967,121,25,3,"Missing features, however gets sweaty.",2024-12-13,0,True,2024-12-13
216,763,121,25,3,"Average Rodriguez, Reyes and Price Pro Weights Elite. Could be better.",2025-01-10,1,True,2025-01-10
217,908,123,26,4,"Excellent quality Williams, Craig and Perry Premium Training Treadmill. excellent grip.",2024-11-24,1,True,2024-11-24
218,743,123,26,4,Really happy with this purchase. moisture-wicking and versatile use.,2024-11-19,1,True,2024-11-19
219,409,123,26,2,Had issues with gets sweaty.,2024-11-23,0,True,2024-11-23
220,199,123,26,5,Excellent quality Cline-Willis Pro Running Gloves. excellent grip.,2024-11-20,2,True,2024-11-20
221,226,125,27,3,"Average Peterson, Lucas and Oliver Pro Nourishing Serum. Meets basic expectations.",2024-10-25,1,True,2024-10-25
222,902,125,27,4,Best Scott-Fitzgerald Elite Cotton Belt I've bought. comfortable to wear.,2024-10-24,2,True,2024-10-24
223,575,125,27,5,Really happy with this purchase. easy to assemble and very durable.,2024-10-27,3,True,2024-10-27
224,642,127,27,5,"Best Ryan, Hall and Meza Premium Classic Duvet Cover I've bought. easy to assemble.",2023-10-22,3,True,2023-10-22
225,580,127,27,5,Great Murphy LLC Pro Shelf Unit Bamboo! very durable. Highly recommend!,2023-10-28,2,True,2023-10-28
226,913,127,27,4,"Best Moore, Hernandez and Johnson  Box Set Designer I've bought. perfect size.",2023-10-24,4,True,2023-10-24
227,792,127,27,5,Really happy with this purchase. very durable and great value.,2023-10-27,3,True,2023-10-27
228,394,129,27,2,Not worth the price. sizing runs small.,2023-07-10,3,True,2023-07-10
229,461,129,27,4,Best Smith-Ferguson  Silk Belt I've bought. style is trendy.,2023-07-14,1,True,2023-07-14
230,633,129,27,5,Best Gonzalez and Sons Elite Hat in Black I've bought. color is vibrant.,2023-07-10,1,True,2023-07-10
231,68,131,28,4,"Great Jackson, Fisher and Long Premium Linen Sneakers! material is high quality. Highly recommend!",2024-09-09,3,True,2024-09-09
232,596,131,28,5,Really happy with this purchase. easy to assemble and great value.,2024-09-08,4,True,2024-09-08
233,979,131,28,4,Really happy with this purchase. looks elegant and high-quality materials.,2024-09-09,0,True,2024-09-09
234,625,133,28,3,"Not bad, but not great. Could be better.",2025-01-28,1,True,2025-01-28
235,175,133,28,4,"Excellent quality Flores, Park and Barker  Cleats Tech. durable construction.",2025-01-22,0,True,2025-01-22
236,831,133,28,2,Had issues with too heavy.,2025-01-23,5,True,2025-01-23
237,466,133,28,4,Excellent quality Marquez Ltd Elite Football Sports Bag. excellent grip.,2025-01-28,0,True,2025-01-28
238,290,135,29,4,"Great Gaines, Bishop and Stone  Shampoo with Collagen! pleasant fragrance. Highly recommend!",2025-01-27,0,True,2025-01-27
239,432,135,29,2,"Disappointed with this Waters, Key and Price Elite Leggings Amateur. limited use.",2025-01-27,2,True,2025-01-27
240,268,135,29,3,Good enough for the price. Meets basic expectations.,2025-01-27,0,True,2025-01-27
241,151,135,29,5,Excellent quality Pennington-Campbell Elite Running Sleeping Bag. lightweight.,2025-01-27,1,True,2025-01-27
242,401,137,29,3,"Not bad, but not great. Fair for the price.",2025-01-25,1,True,2025-01-25
243,365,137,29,4,Really happy with this purchase. lightweight and durable construction.,2025-01-27,0,True,2025-01-27
244,243,138,29,4,Great Murphy-Wright Premium Sleeping Bag Elite! excellent grip. Highly recommend!,2024-12-24,2,True,2024-12-24
245,158,138,29,4,Really happy with this purchase. lightweight and moisture-wicking.,2024-12-23,0,True,2024-12-23
246,659,138,29,4,comfortable during workouts. Worth every penny!,2025-01-05,1,True,2025-01-05
247,360,139,30,2,Wouldn't recommend. stitching came loose.,2025-01-24,3,True,2025-01-24
