event_id,customer_id,product_id,event_type,event_date,device_type,session_id,created_at
49,3,925,view,2025-01-02,desktop,session_83718,2025-01-02
50,3,242,view,2025-01-21,mobile,session_92094,2025-01-21
51,3,462,search,2024-09-27,mobile,session_54195,2024-09-27
52,3,609,cart_remove,2024-12-27,tablet,session_73392,2024-12-27
53,3,114,search,2024-10-25,mobile,session_15626,2024-10-25
54,3,735,search,2024-08-28,desktop,session_65166,2024-08-28
55,3,837,search,2024-10-03,tablet,session_62144,2024-10-03
56,3,460,purchase,2024-11-13,tablet,session_12899,2024-11-13
57,3,457,purchase,2024-12-21,desktop,session_12805,2024-12-21
58,3,558,search,2024-08-31,tablet,session_96770,2024-08-31
59,3,890,cart_remove,2024-08-22,mobile,session_12708,2024-08-22
60,3,147,search,2024-09-06,mobile,session_47384,2024-09-06
61,3,226,purchase,2024-10-09,tablet,session_52179,2024-10-09
62,4,156,cart_remove,2024-11-12,tablet,session_29249,2024-11-12
63,4,188,cart_remove,2023-12-22,mobile,session_58969,2023-12-22
64,4,689,search,2024-10-17,desktop,session_81727,2024-10-17
65,4,848,wishlist_add,2024-05-13,tablet,session_11738,2024-05-13
66,4,580,view,2023-08-14,mobile,session_95630,2023-08-14
67,4,269,cart_add,2023-12-04,desktop,session_59830,2023-12-04
68,4,827,cart_remove,2024-01-16,tablet,session_34540,2024-01-16
69,4,769,search,2024-06-08,tablet,session_99596,2024-06-08
70,4,716,wishlist_add,2024-05-31,tablet,session_14872,2024-05-31
71,4,808,cart_add,2023-08-17,mobile,session_25216,2023-08-17
72,4,796,wishlist_add,2023-09-22,tablet,session_68782,2023-09-22
73,4,464,cart_remove,2024-01-02,tablet,session_45299,2024-01-02
74,4,340,view,2024-10-21,tablet,session_57125,2024-10-21
75,4,983,purchase,2024-12-09,mobile,session_30884,2024-12-09
76,4,993,search,2024-06-02,mobile,session_73490,2024-06-02
77,4,333,wishlist_add,2024-06-03,mobile,session_41826,2024-06-03
78,4,863,purchase,2023-10-07,tablet,session_37869,2023-10-07
79,4,141,wishlist_add,2024-07-19,desktop,session_97734,2024-07-19
80,4,776,search,2023-09-12,desktop,session_98384,2023-09-12
81,4,353,view,2023-10-10,tablet,session_64731,2023-10-10
82,5,482,cart_remove,2023-09-30,tablet,session_70319,2023-09-30
83,5,773,purchase,2023-11-28,tablet,session_20551,2023-11-28
84,5,69,view,2024-06-18,mobile,session_27644,2024-06-18
85,5,470,purchase,2023-03-05,desktop,session_30563,2023-03-05
86,5,141,view,2023-08-05,mobile,session_83881,2023-08-05
87,5,749,cart_remove,2024-05-20,mobile,session_42662,2024-05-20
88,5,41,wishlist_add,2023-08-25,tablet,session_95521,2023-08-25
89,5,869,search,2023-07-28,mobile,session_59564,2023-07-28
90,5,173,wishlist_add,2024-01-05,mobile,session_56822,2024-01-05
91,5,108,cart_add,2024-01-08,mobile,session_76705,2024-01-08
92,5,875,search,2024-03-16,mobile,session_60354,2024-03-16
93,5,188,cart_remove,2024-07-24,desktop,session_65862,2024-07-24
94,5,806,cart_remove,2024-02-15,tablet,session_72515,2024-02-15
95,5,999,cart_add,2024-07-08,tablet,session_62541,2024-07-08
96,5,105,search,2023-12-01,mobile,session_24623,2023-12-01
97,5,55,view,2023-09-04,desktop,session_17045,2023-09-04
98,5,732,cart_remove,2023-07-16,mobile,session_44235,2023-07-16
99,5,742,purchase,2024-03-07,mobile,session_54639,2024-03-07
100,5,989,cart_add,2023-09-30,mobile,session_68290,2023-09-30
101,5,264,search,2024-10-15,mobile,session_27856,2024-10-15
102,5,216,cart_remove,2024-09-08,tablet,session_92139,2024-09-08
103,5,731,cart_remove,2024-06-21,mobile,session_69653,2024-06-21
104,5,483,cart_remove,2023-01-24,desktop,session_50811,2023-01-24
105,5,369,view,2024-02-02,mobile,session_97340,2024-02-02
106,5,121,cart_add,2024-02-16,desktop,session_73226,2024-02-16
107,5,891,wishlist_add,2023-02-28,tablet,session_53891,2023-02-28
108,5,250,view,2024-11-12,desktop,session_78494,2024-11-12
109,5,736,search,2023-05-04,mobile,session_94978,2023-05-04
110,5,594,cart_add,2023-05-21,tablet,session_94533,2023-05-21
111,5,583,cart_remove,2024-04-13,tablet,session_90850,2024-04-13
112,6,382,cart_remove,2024-05-13,tablet,session_46622,2024-05-13
113,6,579,cart_add,2023-11-06,tablet,session_78746,2023-11-06
114,6,807,purchase,2023-09-05,desktop,session_42263,2023-09-05
115,6,173,cart_remove,2023-10-25,desktop,session_90740,2023-10-25
116,6,685,wishlist_add,2024-09-05,tablet,session_21419,2024-09-05
117,6,853,search,2023-08-13,desktop,session_24148,2023-08-13
118,6,206,wishlist_add,2024-06-12,tablet,session_70395,2024-06-12
119,6,250,cart_add,2024-03-19,mobile,session_16763,2024-03-19
120,6,270,search,2024-02-17,tablet,session_10331,2024-02-17
121,6,199,search,2025-01-19,mobile,session_89116,2025-01-19
122,6,128,wishlist_add,2023-10-28,desktop,session_43855,2023-10-28
123,6,91,purchase,2024-01-06,mobile,session_85162,2024-01-06
124,6,281,wishlist_add,2024-02-24,mobile,session_89227,2024-02-24
125,6,901,purchase,2023-12-19,mobile,session_72909,2023-12-19
126,6,772,purchase,2024-06-25,tablet,session_79889,2024-06-25
127,6,518,cart_add,2025-01-08,tablet,session_76275,2025-01-08
128,6,330,view,2024-07-23,mobile,session_92818,2024-07-23
129,6,330,purchase,2023-08-23,tablet,session_97202,2023-08-23
130,6,550,wishlist_add,2024-09-26,mobile,session_50255,2024-09-26
131,6,881,search,2024-04-10,tablet,session_17309,2024-04-10
132,6,586,cart_remove,2024-11-25,desktop,session_20655,2024-11-25
133,6,48,purchase,2024-07-20,mobile,session_31307,2024-07-20
134,6,556,purchase,2023-07-30,mobile,session_83975,2023-07-30
135,6,426,purchase,2023-06-29,desktop,session_52111,2023-06-29
136,6,915,purchase,2023-12-07,desktop,session_27585,2023-12-07
137,6,488,view,2024-07-25,mobile,session_51753,2024-07-25
138,6,735,cart_remove,2024-10-05,desktop,session_28342,2024-10-05
139,7,694,cart_remove,2024-06-22,tablet,session_58149,2024-06-22
140,7,244,wishlist_add,2024-11-12,tablet,session_52073,2024-11-12
141,7,630,search,2024-09-04,desktop,session_93936,2024-09-04
142,7,161,wishlist_add,2024-02-08,tablet,session_21857,2024-02-08
143,7,786,view,2024-04-06,mobile,session_77951,2024-04-06
144,7,230,wishlist_add,2024-04-21,desktop,session_24312,2024-04-21
145,7,309,purchase,2025-01-31,tablet,session_41689,2025-01-31
146,7,233,search,2024-08-08,mobile,session_24301,2024-08-08
147,7,246,purchase,2024-02-09,desktop,session_44296,2024-02-09
148,8,337,search,2023-12-28,tablet,session_32600,2023-12-28
149,8,463,cart_add,2023-08-21,mobile,session_77676,2023-08-21
150,8,57,purchase,2023-03-25,desktop,session_47876,2023-03-25
151,8,888,cart_remove,2024-01-17,mobile,session_20166,2024-01-17
152,8,919,wishlist_add,2023-05-11,desktop,session_70978,2023-05-11
153,8,937,cart_add,2023-10-30,mobile,session_23459,2023-10-30
154,8,382,search,2023-11-12,desktop,session_77413,2023-11-12
155,8,500,cart_add,2024-03-23,desktop,session_74987,2024-03-23
156,8,287,view,2025-01-13,desktop,session_36939,2025-01-13
157,8,673,wishlist_add,2023-05-09,mobile,session_93092,2023-05-09
158,8,216,cart_add,2023-03-02,tablet,session_19734,2023-03-02
159,8,607,wishlist_add,2023-03-13,desktop,session_92748,2023-03-13
160,8,518,wishlist_add,2024-06-06,desktop,session_48895,2024-06-06
161,8,468,cart_add,2023-11-03,desktop,session_46678,2023-11-03
162,8,276,wishlist_add,2024-12-23,desktop,session_33784,2024-12-23
163,8,438,purchase,2024-11-22,mobile,session_37270,2024-11-22
164,8,864,purchase,2023-10-05,mobile,session_62177,2023-10-05
165,8,348,view,2023-11-07,tablet,session_62882,2023-11-07
166,8,132,cart_add,2024-11-10,tablet,session_81733,2024-11-10
167,8,86,wishlist_add,2024-12-06,desktop,session_32420,2024-12-06
168,8,797,cart_add,2023-12-31,desktop,session_57184,2023-12-31
169,9,108,cart_remove,2023-06-15,tablet,session_93863,2023-06-15
170,9,367,cart_remove,2023-11-05,desktop,session_72239,2023-11-05
171,9,818,purchase,2023-07-28,desktop,session_97628,2023-07-28
172,9,173,search,2024-04-10,mobile,session_15709,2024-04-10
173,9,603,purchase,2023-12-11,tablet,session_96390,2023-12-11
174,9,361,search,2024-01-30,mobile,session_32213,2024-01-30
175,9,946,view,2024-04-17,tablet,session_28574,2024-04-17
176,9,926,cart_remove,2023-11-23,mobile,session_95870,2023-11-23
177,9,542,cart_add,2024-07-10,desktop,session_43616,2024-07-10
178,9,8,cart_remove,2023-04-22,tablet,session_57211,2023-04-22
179,9,135,view,2023-11-14,mobile,session_20074,2023-11-14
180,9,244,cart_add,2023-07-13,tablet,session_12228,2023-07-13
181,9,366,cart_remove,2023-03-21,mobile,session_95986,2023-03-21
182,9,597,search,2024-09-10,desktop,session_72032,2024-09-10
183,9,307,purchase,2024-03-23,desktop,session_35732,2024-03-23
184,9,923,view,2023-12-16,tablet,session_74463,2023-12-16
185,9,569,cart_remove,2023-04-22,mobile,session_83716,2023-04-22
186,9,747,cart_add,2025-01-25,desktop,session_53839,2025-01-25
187,9,241,cart_remove,2024-03-25,mobile,session_41439,2024-03-25
188,10,312,cart_remove,2024-08-22,tablet,session_82720,2024-08-22
189,10,614,search,2023-05-23,desktop,session_82947,2023-05-23
190,10,901,cart_add,2023-12-11,tablet,session_83902,2023-12-11
191,10,262,cart_remove,2024-06-11,tablet,session_61058,2024-06-11
192,10,4,search,2024-11-02,desktop,session_15740,2024-11-02
193,10,303,purchase,2024-03-07,mobile,session_74006,2024-03-07
194,10,810,cart_add,2023-10-19,tablet,session_10432,2023-10-19
195,10,921,search,2024-07-03,tablet,session_26485,2024-07-03
196,10,483,purchase,2024-05-08,mobile,session_10127,2024-05-08
197,10,861,purchase,2024-10-31,mobile,session_11316,2024-10-31
198,10,659,cart_remove,2024-01-25,mobile,session_58532,2024-01-25
199,10,300,view,2023-04-15,mobile,session_51239,2023-04-15
200,10,416,cart_remove,2023-04-04,mobile,session_99051,2023-04-04
201,10,861,cart_remove,2024-04-24,mobile,session_77610,2024-04-24
202,10,143,search,2024-11-18,tablet,session_15100,2024-11-18
203,10,106,wishlist_add,2025-01-09,mobile,session_80111,2025-01-09
204,10,7,search,2024-04-29,mobile,session_27441,2024-04-29
205,10,522,cart_add,2023-09-03,desktop,session_47941,2023-09-03
206,10,611,view,2023-09-22,mobile,session_41487,2023-09-22
207,10,152,view,2023-04-07,mobile,session_41336,2023-04-07
208,10,558,search,2023-05-24,desktop,session_14873,2023-05-24
209,10,853,search,2024-06-01,mobile,session_23202,2024-06-01
210,10,198,wishlist_add,2023-11-27,desktop,session_54548,2023-11-27
211,10,30,view,2024-11-14,tablet,session_21915,2024-11-14
212,11,626,cart_remove,2025-01-26,tablet,session_29265,2025-01-26
213,11,246,view,2025-01-23,desktop,session_81773,2025-01-23
214,11,515,view,2024-10-03,desktop,session_28928,2024-10-03
215,11,570,cart_add,2024-08-18,tablet,session_63891,2024-08-18
216,11,145,view,2024-12-14,mobile,session_10259,2024-12-14
217,11,517,cart_add,2024-12-24,tablet,session_47691,2024-12-24
218,11,630,cart_remove,2024-09-16,desktop,session_29089,2024-09-16
219,11,657,purchase,2024-08-29,tablet,session_30473,2024-08-29
220,11,165,cart_remove,2024-08-06,desktop,session_12930,2024-08-06
221,11,690,cart_add,2024-08-01,tablet,session_27236,2024-08-01
222,11,8,purchase,2025-01-08,desktop,session_11976,2025-01-08
223,11,528,view,2024-06-30,desktop,session_26962,2024-06-30
224,11,172,search,2024-10-16,tablet,session_32452,2024-10-16
225,11,824,purchase,2024-11-10,tablet,session_31117,2024-11-10
226,12,654,purchase,2024-11-24,desktop,session_53635,2024-11-24
227,12,324,purchase,2024-10-29,tablet,session_74003,2024-10-29
228,12,489,view,2025-01-02,tablet,session_40583,2025-01-02
229,12,449,cart_add,2024-12-03,desktop,session_89189,2024-12-03
230,12,525,wishlist_add,2024-12-02,desktop,session_93390,2024-12-02
231,12,648,wishlist_add,2024-12-23,desktop,session_87120,2024-12-23
232,12,258,purchase,2024-11-26,tablet,session_78084,2024-11-26
233,12,652,wishlist_add,2024-11-26,tablet,session_73988,2024-11-26
234,12,113,cart_remove,2024-12-09,desktop,session_80432,2024-12-09
235,12,3,search,2025-01-26,mobile,session_70079,2025-01-26
236,12,678,cart_remove,2025-01-04,desktop,session_59278,2025-01-04
237,12,800,cart_remove,2024-10-30,desktop,session_82329,2024-10-30
238,12,68,view,2024-11-15,tablet,session_70940,2024-11-15
239,12,265,search,2024-10-27,desktop,session_61394,2024-10-27
240,12,438,cart_add,2024-11-22,mobile,session_17176,2024-11-22
241,12,637,wishlist_add,2024-11-07,desktop,session_25988,2024-11-07
242,13,137,wishlist_add,2024-01-10,mobile,session_31478,2024-01-10
243,13,861,view,2024-04-08,mobile,session_35926,2024-04-08
244,13,489,cart_add,2024-04-16,tablet,session_29081,2024-04-16
245,13,239,cart_remove,2023-11-27,tablet,session_97623,2023-11-27
246,13,564,search,2024-08-13,mobile,session_69044,2024-08-13
247,13,514,cart_add,2024-05-12,tablet,session_33895,2024-05-12
248,13,237,cart_remove,2025-01-09,desktop,session_75857,2025-01-09
249,13,618,view,2023-07-11,mobile,session_66646,2023-07-11
250,13,501,search,2023-07-22,desktop,session_31725,2023-07-22
251,13,394,cart_add,2023-08-11,tablet,session_39240,2023-08-11
252,13,384,search,2023-08-22,tablet,session_20841,2023-08-22
253,13,219,search,2023-08-22,mobile,session_33147,2023-08-22
254,13,299,cart_add,2023-07-19,mobile,session_88825,2023-07-19
255,13,741,wishlist_add,2023-03-02,desktop,session_73615,2023-03-02
256,13,327,view,2024-12-30,tablet,session_48177,2024-12-30
257,13,859,purchase,2023-03-17,tablet,session_22569,2023-03-17
258,13,637,cart_remove,2023-11-13,desktop,session_32514,2023-11-13
259,13,973,cart_remove,2023-12-17,desktop,session_34317,2023-12-17
260,14,197,cart_remove,2024-12-16,mobile,session_60838,2024-12-16
261,14,62,purchase,2025-01-22,desktop,session_78472,2025-01-22
262,14,375,search,2024-12-25,tablet,session_39713,2024-12-25
263,14,208,view,2025-01-10,mobile,session_64392,2025-01-10
264,14,435,purchase,2024-12-17,tablet,session_34795,2024-12-17
265,14,838,purchase,2024-12-22,mobile,session_46481,2024-12-22
266,14,807,cart_remove,2024-12-11,desktop,session_54827,2024-12-11
267,14,849,cart_add,2024-12-26,tablet,session_78457,2024-12-26
268,14,64,search,2025-01-23,tablet,session_86350,2025-01-23
269,14,959,search,2025-01-12,desktop,session_89876,2025-01-12
270,14,707,cart_remove,2024-11-29,desktop,session_14229,2024-11-29
271,14,376,cart_remove,2024-12-31,tablet,session_73205,2024-12-31
272,14,396,search,2025-01-12,mobile,session_17758,2025-01-12
273,15,728,purchase,2024-11-11,desktop,session_55267,2024-11-11
274,15,730,cart_add,2024-10-10,desktop,session_33842,2024-10-10
275,15,606,view,2023-12-22,desktop,session_73183,2023-12-22
276,15,849,search,2023-06-14,mobile,session_19180,2023-06-14
277,15,750,wishlist_add,2024-12-31,tablet,session_49780,2024-12-31
278,15,610,cart_remove,2024-11-06,mobile,session_99295,2024-11-06
279,15,976,cart_remove,2024-09-19,mobile,session_92589,2024-09-19
280,15,303,cart_add,2024-06-02,tablet,session_91234,2024-06-02
281,15,803,cart_remove,2023-09-18,tablet,session_42717,2023-09-18
282,15,197,purchase,2024-06-19,mobile,session_57586,2024-06-19
283,15,106,search,2023-07-22,tablet,session_59937,2023-07-22
284,15,290,cart_add,2025-01-15,tablet,session_28271,2025-01-15
285,15,991,purchase,2024-09-21,desktop,session_32637,2024-09-21
286,15,738,cart_add,2024-05-15,tablet,session_99544,2024-05-15
287,15,599,purchase,2024-06-21,tablet,session_44626,2024-06-21
288,15,767,view,2023-09-23,tablet,session_97548,2023-09-23
289,15,932,cart_remove,2023-08-12,mobile,session_63802,2023-08-12
290,15,232,purchase,2023-12-09,mobile,session_19398,2023-12-09
291,15,196,wishlist_add,2023-11-03,tablet,session_63497,2023-11-03
292,15,799,wishlist_add,2024-09-08,tablet,session_76505,2024-09-08
293,15,96,purchase,2023-07-06,tablet,session_44774,2023-07-06
294,15,922,purchase,2023-07-30,mobile,session_84504,2023-07-30
295,15,531,cart_remove,2024-07-25,mobile,session_14640,2024-07-25
296,15,560,cart_add,2024-02-19,mobile,session_44948,2024-02-19
297,15,467,cart_remove,2023-12-01,mobile,session_36031,2023-12-01
298,15,211,view,2023-11-16,mobile,session_51965,2023-11-16
299,15,589,purchase,2024-03-13,tablet,session_39480,2024-03-13
300,15,269,wishlist_add,2023-10-31,tablet,session_18801,2023-10-31
301,15,800,cart_add,2024-04-07,mobile,session_17688,2024-04-07
302,16,654,cart_add,2025-01-20,mobile,session_19331,2025-01-20
303,16,453,cart_add,2024-08-09,tablet,session_44929,2024-08-09
304,16,710,view,2024-05-22,desktop,session_89783,2024-05-22
305,16,92,cart_remove,2024-03-19,tablet,session_63904,2024-03-19
306,16,376,cart_add,2024-11-14,tablet,session_13953,2024-11-14
307,16,559,purchase,2024-12-27,mobile,session_41558,2024-12-27
308,16,596,purchase,2024-03-25,desktop,session_31434,2024-03-25
309,16,908,cart_add,2024-08-19,tablet,session_62671,2024-08-19
310,16,349,search,2024-07-05,mobile,session_46926,2024-07-05
311,16,948,search,2024-09-26,mobile,session_18092,2024-09-26
312,16,732,wishlist_add,2024-09-24,tablet,session_92060,2024-09-24
313,16,968,wishlist_add,2025-01-22,mobile,session_46937,2025-01-22
314,16,418,search,2024-05-08,mobile,session_92215,2024-05-08
315,16,963,view,2024-06-13,mobile,session_96382,2024-06-13
316,16,303,wishlist_add,2024-03-01,tablet,session_20398,2024-03-01
317,16,98,purchase,2024-03-06,desktop,session_14805,2024-03-06
318,16,993,cart_add,2024-04-10,mobile,session_48010,2024-04-10
319,16,666,view,2024-11-09,mobile,session_61344,2024-11-09
320,16,874,purchase,2024-12-21,mobile,session_26887,2024-12-21
321,16,98,view,2024-04-08,tablet,session_76750,2024-04-08
322,16,290,cart_remove,2024-10-18,tablet,session_86862,2024-10-18
323,16,858,view,2025-01-14,desktop,session_46630,2025-01-14
324,16,266,search,2024-06-25,desktop,session_17162,2024-06-25
325,16,631,purchase,2025-01-16,desktop,session_67582,2025-01-16
326,16,967,purchase,2024-05-11,desktop,session_19356,2024-05-11
327,16,399,search,2024-07-14,desktop,session_14032,2024-07-14
328,16,395,search,2024-07-09,tablet,session_37263,2024-07-09
329,17,721,purchase,2024-09-15,mobile,session_47901,2024-09-15
330,17,521,cart_remove,2024-09-25,desktop,session_27051,2024-09-25
331,17,824,view,2024-09-29,mobile,session_15256,2024-09-29
332,17,842,purchase,2024-11-20,desktop,session_19835,2024-11-20
333,17,708,cart_remove,2024-09-18,mobile,session_11223,2024-09-18
334,17,163,view,2024-11-05,mobile,session_78444,2024-11-05
335,17,134,wishlist_add,2025-01-20,tablet,session_51483,2025-01-20
336,17,986,wishlist_add,2024-09-20,mobile,session_12021,2024-09-20
337,17,559,wishlist_add,2024-12-30,mobile,session_94866,2024-12-30
338,17,731,cart_remove,2024-10-10,desktop,session_44718,2024-10-10
339,17,233,cart_add,2025-01-22,mobile,session_19433,2025-01-22
340,17,786,wishlist_add,2024-12-05,desktop,session_84292,2024-12-05
341,17,854,view,2024-12-09,mobile,session_27247,2024-12-09
342,18,786,wishlist_add,2024-09-15,desktop,session_99823,2024-09-15
343,18,707,view,2024-04-13,mobile,session_40190,2024-04-13
344,18,286,wishlist_add,2024-10-27,desktop,session_23725,2024-10-27
345,18,934,view,2024-07-14,desktop,session_20390,2024-07-14
346,18,984,wishlist_add,2025-01-22,desktop,session_71719,2025-01-22
347,18,456,cart_remove,2024-03-14,desktop,session_58468,2024-03-14
348,18,549,cart_add,2024-12-05,mobile,session_24662,2024-12-05
349,18,447,wishlist_add,2024-02-12,desktop,session_94824,2024-02-12
350,18,461,cart_remove,2024-08-27,desktop,session_92811,2024-08-27
351,18,500,purchase,2024-06-03,mobile,session_34480,2024-06-03
352,18,404,cart_remove,2024-07-05,desktop,session_25923,2024-07-05
353,18,940,view,2025-01-16,mobile,session_36223,2025-01-16
354,18,969,view,2024-10-06,desktop,session_29087,2024-10-06
355,18,26,wishlist_add,2024-01-28,desktop,session_52193,2024-01-28
356,18,450,search,2024-02-10,tablet,session_50131,2024-02-10
357,18,603,purchase,2024-07-07,tablet,session_33173,2024-07-07
358,18,355,view,2024-06-26,tablet,session_77837,2024-06-26
359,18,473,purchase,2024-09-04,desktop,session_89915,2024-09-04
360,18,357,purchase,2024-08-31,tablet,session_26820,2024-08-31
361,19,332,cart_add,2024-03-07,desktop,session_63413,2024-03-07
362,19,398,view,2023-05-26,tablet,session_11957,2023-05-26
363,19,33,purchase,2024-12-03,tablet,session_90360,2024-12-03
364,19,183,cart_add,2024-11-25,desktop,session_87434,2024-11-25
365,19,930,purchase,2023-07-26,mobile,session_17722,2023-07-26
366,19,275,search,2023-05-13,tablet,session_99523,2023-05-13
367,19,274,view,2024-09-15,desktop,session_91832,2024-09-15
368,19,173,purchase,2024-07-22,desktop,session_86969,2024-07-22
369,19,271,purchase,2023-09-02,tablet,session_94264,2023-09-02
370,19,326,search,2023-10-23,tablet,session_68650,2023-10-23
371,19,545,purchase,2024-02-24,desktop,session_53965,2024-02-24
372,19,24,cart_remove,2024-12-12,tablet,session_29663,2024-12-12
373,19,623,cart_remove,2024-04-15,tablet,session_35128,2024-04-15
374,19,880,purchase,2024-02-16,mobile,session_15760,2024-02-16
375,19,410,wishlist_add,2023-09-16,mobile,session_44157,2023-09-16
376,19,727,wishlist_add,2023-10-11,desktop,session_79801,2023-10-11
377,19,967,purchase,2024-07-03,tablet,session_61604,2024-07-03
378,19,565,cart_remove,2024-07-07,tablet,session_18198,2024-07-07
379,20,409,view,2024-07-29,mobile,session_19184,2024-07-29
380,20,934,cart_add,2025-01-20,tablet,session_93957,2025-01-20
381,20,491,cart_add,2025-01-10,tablet,session_71384,2025-01-10
382,20,645,cart_remove,2024-08-14,desktop,session_12520,2024-08-14
383,20,4,wishlist_add,2025-01-12,mobile,session_71701,2025-01-12
384,20,549,search,2024-11-12,tablet,session_40615,2024-11-12
385,20,712,wishlist_add,2024-12-24,mobile,session_70132,2024-12-24
386,20,963,view,2024-11-14,desktop,session_74640,2024-11-14
387,20,373,search,2024-07-08,tablet,session_27662,2024-07-08
388,20,112,view,2024-09-10,tablet,session_89911,2024-09-10
389,20,966,cart_add,2025-01-26,tablet,session_56990,2025-01-26
390,20,831,purchase,2024-07-29,tablet,session_38702,2024-07-29
391,20,656,purchase,2024-08-25,desktop,session_56591,2024-08-25
392,20,13,search,2024-11-01,desktop,session_17177,2024-11-01
393,20,94,cart_add,2024-11-28,tablet,session_42630,2024-11-28
394,20,335,wishlist_add,2025-01-26,mobile,session_20996,2025-01-26
395,20,662,wishlist_add,2025-01-05,tablet,session_31492,2025-01-05
396,20,813,view,2024-07-12,mobile,session_29795,2024-07-12
397,20,708,cart_remove,2024-12-05,tablet,session_25353,2024-12-05
398,20,871,cart_add,2024-12-28,mobile,session_94464,2024-12-28
399,20,671,view,2024-10-18,tablet,session_83695,2024-10-18
400,20,594,search,2024-10-23,mobile,session_24464,2024-10-23
401,21,311,view,2023-10-23,tablet,session_45503,2023-10-23
402,21,739,purchase,2023-07-27,desktop,session_91891,2023-07-27
403,21,435,purchase,2023-08-22,tablet,session_33662,2023-08-22
404,21,504,wishlist_add,2024-11-25,mobile,session_38357,2024-11-25
405,21,666,view,2024-09-19,tablet,session_64712,2024-09-19
406,21,426,cart_add,2024-03-16,desktop,session_86443,2024-03-16
407,21,574,view,2024-07-14,mobile,session_61254,2024-07-14
408,21,877,purchase,2024-09-12,mobile,session_66126,2024-09-12
409,21,397,purchase,2023-08-03,mobile,session_56428,2023-08-03
410,21,187,search,2023-08-15,tablet,session_13474,2023-08-15
411,21,730,cart_remove,2023-09-01,desktop,session_98968,2023-09-01
412,21,344,search,2023-09-18,desktop,session_15642,2023-09-18
413,21,146,purchase,2024-09-24,tablet,session_34486,2024-09-24
414,21,436,view,2024-07-29,tablet,session_87403,2024-07-29
415,21,836,view,2024-12-24,mobile,session_58597,2024-12-24
416,21,181,cart_remove,2024-10-09,mobile,session_20201,2024-10-09
417,21,77,view,2024-05-15,desktop,session_44242,2024-05-15
418,21,400,wishlist_add,2024-02-27,desktop,session_61437,2024-02-27
419,21,968,cart_remove,2023-09-13,desktop,session_33600,2023-09-13
